"","date","team1","team1_score","team2","team2_score","map","event","winner","win_margin"
"1617","29/4/19","NoChance","6","Nemiga","16","Mirage","LOOT.BET Season 2","NoChance",10
"1618","28/4/19","FURIA","19","INTZ","15","Mirage","ECS Season 7 North America Week 3","FURIA",4
"1619","28/4/19","FURIA","12","INTZ","16","Train","ECS Season 7 North America Week 3","INTZ",4
"1620","28/4/19","FURIA","16","INTZ","4","Inferno","ECS Season 7 North America Week 3","INTZ",12
"1621","28/4/19","Vitality","16","OpTic","6","Nuke","ECS Season 7 Europe Week 3","OpTic",10
"1622","28/4/19","Vitality","7","OpTic","16","Overpass","ECS Season 7 Europe Week 3","Vitality",9
"1623","28/4/19","OpTic","11","Vitality","16","Inferno","ECS Season 7 Europe Week 3","Vitality",5
"1624","28/4/19","AGO","4","x-kom","16","Vertigo","Lotto Cup Winners' Cup","AGO",12
"1625","28/4/19","AGO","11","x-kom","16","Overpass","Lotto Cup Winners' Cup","x-kom",5
"1626","28/4/19","x-kom","16","AGO","19","Train","Lotto Cup Winners' Cup","AGO",3
"1627","28/4/19","Tricked","16","Epsilon","11","Dust2","LOOT.BET Season 2","Tricked",5
"1628","28/4/19","Tricked","16","Epsilon","13","Overpass","LOOT.BET Season 2","Tricked",3
"1629","28/4/19","Epsilon","16","Tricked","7","Nuke","LOOT.BET Season 2","Tricked",9
"1630","27/4/19","INTZ","16","Cloud9","12","Overpass","ECS Season 7 North America Week 3","INTZ",4
"1631","27/4/19","INTZ","19","Cloud9","16","Train","ECS Season 7 North America Week 3","INTZ",3
"1632","27/4/19","Valiance","13","Vitality","16","Mirage","ECS Season 7 Europe Week 3","Vitality",3
"1633","27/4/19","Valiance","9","Vitality","16","Dust2","ECS Season 7 Europe Week 3","Valiance",7
"1634","27/4/19","NoChance","14","GamerLegion","16","Dust2","LOOT.BET Season 2","GamerLegion",2
"1635","27/4/19","GamerLegion","16","NoChance","5","Mirage","LOOT.BET Season 2","NoChance",11
"1636","27/4/19","GamerLegion","12","NoChance","16","Vertigo","LOOT.BET Season 2","NoChance",4
"1637","27/4/19","AGO","16","x-kom","14","Train","Lotto Cup Winners' Cup","AGO",2
"1638","27/4/19","AGO","16","x-kom","7","Mirage","Lotto Cup Winners' Cup","x-kom",9
"1639","26/4/19","AVANGAR","11","OpTic","16","Train","ECS Season 7 Europe Week 3","OpTic",5
"1640","26/4/19","OpTic","11","AVANGAR","16","Overpass","ECS Season 7 Europe Week 3","AVANGAR",5
"1641","26/4/19","OpTic","16","AVANGAR","14","Dust2","ECS Season 7 Europe Week 3","OpTic",2
"1642","26/4/19","AGO","19","Nemiga","22","Overpass","LOOT.BET Season 2","Nemiga",3
"1643","26/4/19","AGO","13","Nemiga","16","Nuke","LOOT.BET Season 2","Nemiga",3
"1644","26/4/19","GamerLegion","16","Epsilon","12","Overpass","LOOT.BET Season 2","GamerLegion",4
"1645","26/4/19","Epsilon","14","GamerLegion","16","Mirage","LOOT.BET Season 2","GamerLegion",2
"1646","26/4/19","HAVU","12","Nemiga","16","Mirage","VulkanBet Invitational","Nemiga",4
"1647","26/4/19","HAVU","18","Nemiga","22","Dust2","VulkanBet Invitational","Nemiga",4
"1648","26/4/19","Nemiga","10","HAVU","16","Inferno","VulkanBet Invitational","HAVU",6
"1649","25/4/19","BIG","14","Astralis","16","Overpass","ESL Pro League Season 9 Europe","Astralis",2
"1650","25/4/19","BIG","19","Astralis","17","Inferno","ESL Pro League Season 9 Europe","BIG",2
"1651","25/4/19","Astralis","16","BIG","10","Dust2","ESL Pro League Season 9 Europe","Astralis",6
"1652","25/4/19","Movistar Riders","11","Epsilon","16","Train","Kalashnikov Cup Season 2","Epsilon",5
"1653","25/4/19","forZe","5","Valiance","16","Mirage","ECS Season 7 Europe Week 3","forZe",11
"1654","25/4/19","forZe","16","Valiance","13","Inferno","ECS Season 7 Europe Week 3","forZe",3
"1655","25/4/19","Valiance","16","forZe","1","Nuke","ECS Season 7 Europe Week 3","Valiance",15
"1656","25/4/19","Virtus.pro","7","Vitality","16","Overpass","ECS Season 7 Europe Week 3","Virtus.pro",9
"1657","25/4/19","Virtus.pro","10","Vitality","16","Nuke","ECS Season 7 Europe Week 3","Vitality",6
"1658","25/4/19","OpTic","16","G2","11","Dust2","ECS Season 7 Europe Week 3","OpTic",5
"1659","25/4/19","G2","17","OpTic","19","Inferno","ECS Season 7 Europe Week 3","OpTic",2
"1660","25/4/19","AVANGAR","16","Epsilon","11","Train","ECS Season 7 Europe Week 3","AVANGAR",5
"1661","25/4/19","Epsilon","8","AVANGAR","16","Dust2","ECS Season 7 Europe Week 3","Epsilon",8
"1662","25/4/19","NoChance","16","Tricked","14","Overpass","LOOT.BET Season 2","NoChance",2
"1663","25/4/19","Tricked","9","NoChance","16","Vertigo","LOOT.BET Season 2","Tricked",7
"1664","24/4/19","HellRaisers","7","Astralis","16","Inferno","ESL Pro League Season 9 Europe","HellRaisers",9
"1665","24/4/19","Astralis","16","HellRaisers","4","Dust2","ESL Pro League Season 9 Europe","HellRaisers",12
"1666","24/4/19","OpTic","16","NoChance","5","Mirage","ESL One Cologne 2019 Europe Open Qualifier 2","NoChance",11
"1667","24/4/19","OpTic","17","NoChance","19","Train","ESL One Cologne 2019 Europe Open Qualifier 2","NoChance",2
"1668","24/4/19","NoChance","7","OpTic","16","Overpass","ESL One Cologne 2019 Europe Open Qualifier 2","NoChance",9
"1669","24/4/19","Nemiga","14","Windigo","16","Mirage","LOOT.BET Season 2","Windigo",2
"1670","24/4/19","Nemiga","16","Windigo","11","Inferno","LOOT.BET Season 2","Nemiga",5
"1671","24/4/19","Nemiga","22","Windigo","25","Overpass","LOOT.BET Season 2","Windigo",3
"1672","23/4/19","Winstrike","16","GamerLegion","11","Mirage","ESL One Cologne 2019 Europe Open Qualifier 2","Winstrike",5
"1673","23/4/19","pro100","13","GamerLegion","16","Mirage","ESL One Cologne 2019 Europe Open Qualifier 2","GamerLegion",3
"1674","23/4/19","OpTic","16","Tricked","9","Dust2","ESL One Cologne 2019 Europe Open Qualifier 2","Tricked",7
"1675","23/4/19","HellRaisers","16","BIG","8","Overpass","ESL Pro League Season 9 Europe","BIG",8
"1676","23/4/19","HellRaisers","16","BIG","8","Train","ESL Pro League Season 9 Europe","BIG",8
"1677","23/4/19","BIG","16","HellRaisers","9","Mirage","ESL Pro League Season 9 Europe","HellRaisers",7
"1678","22/4/19","Tricked","16","Nemiga","10","Dust2","Kalashnikov Cup Season 2","Tricked",6
"1679","22/4/19","Epsilon","7","HAVU","16","Train","VulkanBet Invitational","Epsilon",9
"1680","22/4/19","Chaos","8","AGO","16","Train","LOOT.BET Season 2","Chaos",8
"1681","22/4/19","Chaos","13","AGO","16","Overpass","LOOT.BET Season 2","AGO",3
"1682","22/4/19","Cloud9","1","MIBR","16","Train","ESL Pro League Season 9 Americas","MIBR",15
"1683","22/4/19","MIBR","16","Cloud9","9","Overpass","ESL Pro League Season 9 Americas","Cloud9",7
"1684","21/4/19","G2","16","Windigo","4","Inferno","ESL Pro League Season 9 Europe","Windigo",12
"1685","21/4/19","Windigo","13","G2","16","Dust2","ESL Pro League Season 9 Europe","G2",3
"1686","21/4/19","G2","20","Windigo","22","Train","ESL Pro League Season 9 Europe","Windigo",2
"1687","21/4/19","FURIA","16","AVANGAR","19","Train","DreamHack Open Rio 2019","AVANGAR",3
"1688","21/4/19","FURIA","8","AVANGAR","16","Inferno","DreamHack Open Rio 2019","FURIA",8
"1689","21/4/19","FURIA","16","AVANGAR","2","Vertigo","DreamHack Open Rio 2019","AVANGAR",14
"1690","21/4/19","fnatic","13","Natus Vincere","16","Inferno","ESL Pro League Season 9 Europe","Natus Vincere",3
"1691","21/4/19","fnatic","16","Natus Vincere","8","Overpass","ESL Pro League Season 9 Europe","Natus Vincere",8
"1692","21/4/19","Natus Vincere","16","fnatic","11","Nuke","ESL Pro League Season 9 Europe","Natus Vincere",5
"1693","21/4/19","Valiance","12","AVANGAR","16","Dust2","DreamHack Open Rio 2019","AVANGAR",4
"1694","21/4/19","Valiance","16","AVANGAR","10","Inferno","DreamHack Open Rio 2019","Valiance",6
"1695","21/4/19","AVANGAR","16","Valiance","12","Train","DreamHack Open Rio 2019","AVANGAR",4
"1696","21/4/19","Envy","4","MIBR","16","Train","ESL Pro League Season 9 Americas","Envy",12
"1697","21/4/19","MIBR","16","Envy","14","Cache","ESL Pro League Season 9 Americas","MIBR",2
"1698","20/4/19","fnatic","16","Windigo","12","Nuke","ESL Pro League Season 9 Europe","fnatic",4
"1699","20/4/19","Windigo","16","fnatic","13","Mirage","ESL Pro League Season 9 Europe","Windigo",3
"1700","20/4/19","fnatic","16","Windigo","10","Train","ESL Pro League Season 9 Europe","fnatic",6
"1701","20/4/19","forZe","16","Sprout","8","Inferno","Copenhagen Games 2019","Sprout",8
"1702","20/4/19","Sprout","11","forZe","16","Mirage","Copenhagen Games 2019","forZe",5
"1703","20/4/19","forZe","15","Sprout","19","Nuke","Copenhagen Games 2019","Sprout",4
"1704","20/4/19","FURIA","16","INTZ","4","Train","DreamHack Open Rio 2019","INTZ",12
"1705","20/4/19","INTZ","3","FURIA","16","Nuke","DreamHack Open Rio 2019","INTZ",13
"1706","20/4/19","G2","16","Natus Vincere","9","Overpass","ESL Pro League Season 9 Europe","Natus Vincere",7
"1707","20/4/19","G2","11","Natus Vincere","16","Train","ESL Pro League Season 9 Europe","Natus Vincere",5
"1708","20/4/19","Natus Vincere","14","G2","16","Nuke","ESL Pro League Season 9 Europe","G2",2
"1709","20/4/19","Movistar Riders","12","Sprout","16","Inferno","Copenhagen Games 2019","Sprout",4
"1710","20/4/19","Movistar Riders","16","Sprout","11","Vertigo","Copenhagen Games 2019","Movistar Riders",5
"1711","20/4/19","Movistar Riders","10","Sprout","16","Nuke","Copenhagen Games 2019","Sprout",6
"1712","20/4/19","eUnited","8","FURIA","16","Nuke","DreamHack Open Rio 2019","eUnited",8
"1713","20/4/19","FURIA","16","eUnited","13","Inferno","DreamHack Open Rio 2019","FURIA",3
"1714","20/4/19","forZe","16","Tricked","7","Dust2","Copenhagen Games 2019","Tricked",9
"1715","20/4/19","Tricked","7","forZe","16","Inferno","Copenhagen Games 2019","Tricked",9
"1716","20/4/19","Cloud9","16","Envy","11","Mirage","ESL Pro League Season 9 Americas","Cloud9",5
"1717","20/4/19","Cloud9","16","Envy","8","Inferno","ESL Pro League Season 9 Americas","Envy",8
"1718","20/4/19","INTZ","8","AVANGAR","16","Mirage","DreamHack Open Rio 2019","INTZ",8
"1719","19/4/19","INTZ","16","FURIA","11","Mirage","DreamHack Open Rio 2019","INTZ",5
