date,team1,team1_score,team2,team2_score,map,event,winner,win_margin
2019-01-04,ROG fl0m,7,ROG HOUNGOUNGAGNE,16,Overpass,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG HOUNGOUNGAGNE,9
2019-01-04,ROG ceh9,16,ROG nooky,8,Cache,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG ceh9,8
2019-01-04,ROG IzakOOO,16,ROG pronax,10,Mirage,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG IzakOOO,6
2019-01-04,ROG SPUNJ,8,ROG HenryG,16,Dust2,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG HenryG,8
2019-01-04,x-kom,16,PACT,9,Mirage,Pixel.bet Brawl: Nordic vs. Europe,x-kom,7
2019-01-04,PACT,11,x-kom,16,Inferno,Pixel.bet Brawl: Nordic vs. Europe,x-kom,5
2019-01-05,ROG nooky,20,ROG HenryG,22,Cache,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG HenryG,2
2019-01-05,ROG nooky,9,ROG HenryG,16,Inferno,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG HenryG,7
2019-01-05,ROG nooky,16,ROG HenryG,14,Dust2,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG nooky,2
2019-01-05,London,16,Endpoint,7,Mirage,ESL Premiership Winter 2018 Finals,London,9
2019-01-05,Endpoint,8,London,16,Inferno,ESL Premiership Winter 2018 Finals,London,8
2019-01-05,London,14,Endpoint,16,Overpass,ESL Premiership Winter 2018 Finals,Endpoint,2
2019-01-05,ROG HOUNGOUNGAGNE,16,ROG IzakOOO,14,Dust2,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG HOUNGOUNGAGNE,2
2019-01-05,Orgles5,11,Endpoint,16,Overpass,ESL Premiership Winter 2018 Finals,Endpoint,5
2019-01-05,Endpoint,16,Orgles5,9,Mirage,ESL Premiership Winter 2018 Finals,Endpoint,7
2019-01-05,ROG HenryG,19,ROG ceh9,22,Cache,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG ceh9,3
2019-01-05,London,16,CeX,14,Dust2,ESL Premiership Winter 2018 Finals,London,2
2019-01-05,CeX,3,London,16,Inferno,ESL Premiership Winter 2018 Finals,London,13
2019-01-05,London,8,CeX,16,Overpass,ESL Premiership Winter 2018 Finals,CeX,8
2019-01-05,ROG fl0m,16,ROG pronax,12,Overpass,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG fl0m,4
2019-01-05,ROG pronax,16,ROG fl0m,3,Inferno,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG pronax,13
2019-01-05,ROG fl0m,16,ROG pronax,10,Train,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG fl0m,6
2019-01-05,ROG nooky,16,ROG SPUNJ,8,Inferno,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG nooky,8
2019-01-05,ROG nooky,16,ROG SPUNJ,5,Mirage,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG nooky,11
2019-01-06,ROG IzakOOO,16,ROG ceh9,5,Overpass,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG IzakOOO,11
2019-01-06,ROG IzakOOO,16,ROG ceh9,4,Nuke,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG IzakOOO,12
2019-01-06,ROG HenryG,16,ROG HOUNGOUNGAGNE,13,Mirage,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG HenryG,3
2019-01-06,ROG HenryG,16,ROG HOUNGOUNGAGNE,6,Inferno,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG HenryG,10
2019-01-06,ROG HOUNGOUNGAGNE,16,ROG HenryG,11,Dust2,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG HOUNGOUNGAGNE,5
2019-01-06,ROG IzakOOO,16,ROG fl0m,14,Inferno,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG IzakOOO,2
2019-01-06,ROG IzakOOO,16,ROG fl0m,3,Train,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG IzakOOO,13
2019-01-07,ALTERNATE aTTaX,9,HAVU,16,Train,United Masters League,HAVU,7
2019-01-07,HAVU,4,ALTERNATE aTTaX,16,Cache,United Masters League,ALTERNATE aTTaX,12
2019-01-07,ROG IzakOOO,16,ROG HenryG,11,Nuke,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG IzakOOO,5
2019-01-07,ROG IzakOOO,16,ROG HenryG,10,Inferno,ASUS ROG JTR Community Challenge Grand Finals 2019,ROG IzakOOO,6
2019-01-07,GUNRUNNERS,11,cats,16,Cache,Pixel.bet Brawl: Nordic vs. Europe,cats,5
2019-01-07,cats,12,GUNRUNNERS,16,Inferno,Pixel.bet Brawl: Nordic vs. Europe,GUNRUNNERS,4
2019-01-07,GUNRUNNERS,8,cats,16,Mirage,Pixel.bet Brawl: Nordic vs. Europe,cats,8
2019-01-07,AGO,16,expert,13,Train,United Masters League,AGO,3
2019-01-07,expert,6,AGO,16,Inferno,United Masters League,AGO,10
2019-01-08,unknown,16,Flow,13,Cache,ESEA MDL Season 29 Europe Relegation,unknown,3
2019-01-08,Flow,13,unknown,16,Train,ESEA MDL Season 29 Europe Relegation,unknown,3
2019-01-08,Endpoint,2,EURONICS,16,Dust2,ESEA MDL Season 29 Europe Relegation,EURONICS,14
2019-01-08,EURONICS,19,Endpoint,17,Overpass,ESEA MDL Season 29 Europe Relegation,EURONICS,2
2019-01-08,forZe,16,Izako Boars,5,Inferno,ESEA MDL Season 29 Europe Relegation,forZe,11
2019-01-08,Izako Boars,2,forZe,16,Mirage,ESEA MDL Season 29 Europe Relegation,forZe,14
2019-01-08,forZe,5,Izako Boars,16,Dust2,ESEA MDL Season 29 Europe Relegation,Izako Boars,11
2019-01-08,PACT,9,Tricked,16,Inferno,ESEA MDL Season 29 Europe Relegation,Tricked,7
2019-01-08,Tricked,19,PACT,17,Cache,ESEA MDL Season 29 Europe Relegation,Tricked,2
2019-01-08,Bpro,4,HAVU,16,Dust2,ESEA MDL Season 29 Europe Relegation,HAVU,12
2019-01-08,HAVU,16,Bpro,9,Train,ESEA MDL Season 29 Europe Relegation,HAVU,7
2019-01-08,Spirit,16,x6tence Galaxy,3,Mirage,ESEA MDL Season 29 Europe Relegation,Spirit,13
2019-01-08,x6tence Galaxy,16,Spirit,14,Cache,ESEA MDL Season 29 Europe Relegation,x6tence Galaxy,2
2019-01-08,Spirit,16,x6tence Galaxy,10,Overpass,ESEA MDL Season 29 Europe Relegation,Spirit,6
2019-01-08,Arena Bulls,16,Smoke Criminals,11,Nuke,ESEA MDL Season 29 Europe Relegation,Arena Bulls,5
2019-01-08,Smoke Criminals,5,Arena Bulls,16,Inferno,ESEA MDL Season 29 Europe Relegation,Arena Bulls,11
2019-01-08,Vitality,16,Valiance,11,Mirage,ESEA MDL Season 29 Europe Relegation,Vitality,5
2019-01-08,Valiance,20,Vitality,22,Inferno,ESEA MDL Season 29 Europe Relegation,Vitality,2
2019-01-08,ALTERNATE aTTaX,16,AGO,3,Inferno,United Masters League,ALTERNATE aTTaX,13
2019-01-08,AGO,16,ALTERNATE aTTaX,6,Overpass,United Masters League,AGO,10
2019-01-08,x6tence Galaxy,16,HAVU,5,Nuke,ESEA MDL Season 29 Europe Relegation,x6tence Galaxy,11
2019-01-08,HAVU,13,x6tence Galaxy,16,Inferno,ESEA MDL Season 29 Europe Relegation,x6tence Galaxy,3
2019-01-08,x6tence Galaxy,5,HAVU,16,Dust2,ESEA MDL Season 29 Europe Relegation,HAVU,11
2019-01-08,unknown,14,EURONICS,16,Overpass,ESEA MDL Season 29 Europe Relegation,EURONICS,2
2019-01-08,unknown,22,EURONICS,18,Inferno,ESEA MDL Season 29 Europe Relegation,unknown,4
2019-01-08,Tricked,9,Izako Boars,16,Cache,ESEA MDL Season 29 Europe Relegation,Izako Boars,7
2019-01-08,Izako Boars,17,Tricked,19,Train,ESEA MDL Season 29 Europe Relegation,Tricked,2
2019-01-08,Endpoint,16,Flow,12,Dust2,ESEA MDL Season 29 Europe Relegation,Endpoint,4
2019-01-08,Bpro,10,Spirit,16,Cache,ESEA MDL Season 29 Europe Relegation,Spirit,6
2019-01-08,Vitality,16,Smoke Criminals,7,Mirage,ESEA MDL Season 29 Europe Relegation,Vitality,9
2019-01-08,Smoke Criminals,14,Vitality,16,Inferno,ESEA MDL Season 29 Europe Relegation,Vitality,2
2019-01-08,Endpoint,10,Flow,16,Inferno,ESEA MDL Season 29 Europe Relegation,Flow,6
2019-01-08,Flow,11,Endpoint,16,Mirage,ESEA MDL Season 29 Europe Relegation,Endpoint,5
2019-01-08,forZe,16,PACT,9,Overpass,ESEA MDL Season 29 Europe Relegation,forZe,7
2019-01-08,PACT,7,forZe,16,Mirage,ESEA MDL Season 29 Europe Relegation,forZe,9
2019-01-08,EURONICS,19,unknown,17,Nuke,ESEA MDL Season 29 Europe Relegation,EURONICS,2
2019-01-08,Arena Bulls,5,Valiance,16,Nuke,ESEA MDL Season 29 Europe Relegation,Valiance,11
2019-01-08,Valiance,16,Arena Bulls,3,Inferno,ESEA MDL Season 29 Europe Relegation,Valiance,13
2019-01-08,Tricked,6,Izako Boars,16,Dust2,ESEA MDL Season 29 Europe Relegation,Izako Boars,10
2019-01-08,Spirit,16,Bpro,11,Inferno,ESEA MDL Season 29 Europe Relegation,Spirit,5
2019-01-08,x-kom,11,Chaos,16,Inferno,Hunt Wave League,Chaos,5
2019-01-08,3DMAX,16,expert,3,Cache,United Masters League,3DMAX,13
2019-01-08,expert,16,3DMAX,10,Inferno,United Masters League,expert,6
2019-01-08,AGO,16,NeverPlay,10,Inferno,Hunt Wave League,AGO,6
2019-01-08,ViCi,16,Vega Squadron,19,Inferno,Hunt Wave League,Vega Squadron,3
2019-01-09,Izako Boars,16,Endpoint,6,Mirage,ESEA MDL Season 29 Europe Relegation,Izako Boars,10
2019-01-09,Izako Boars,16,Endpoint,12,Overpass,ESEA MDL Season 29 Europe Relegation,Izako Boars,4
2019-01-09,Endpoint,16,Izako Boars,10,Dust2,ESEA MDL Season 29 Europe Relegation,Endpoint,6
2019-01-09,Valiance,16,x6tence Galaxy,3,Mirage,ESEA MDL Season 29 Europe Relegation,Valiance,13
2019-01-09,x6tence Galaxy,15,Valiance,19,Dust2,ESEA MDL Season 29 Europe Relegation,Valiance,4
2019-01-09,Valiance,5,x6tence Galaxy,16,Inferno,ESEA MDL Season 29 Europe Relegation,x6tence Galaxy,11
2019-01-09,unknown,7,x6tence Galaxy,16,Overpass,ESEA MDL Season 29 Europe Relegation,x6tence Galaxy,9
2019-01-09,x6tence Galaxy,16,unknown,3,Cache,ESEA MDL Season 29 Europe Relegation,x6tence Galaxy,13
2019-01-09,Endpoint,16,HAVU,5,Cache,ESEA MDL Season 29 Europe Relegation,Endpoint,11
2019-01-09,Endpoint,16,HAVU,7,Dust2,ESEA MDL Season 29 Europe Relegation,Endpoint,9
2019-01-09,HAVU,16,Endpoint,7,Mirage,ESEA MDL Season 29 Europe Relegation,HAVU,9
2019-01-09,Izako Boars,16,Arena Bulls,11,Mirage,ESEA MDL Season 29 Europe Relegation,Izako Boars,5
2019-01-09,Arena Bulls,16,Izako Boars,8,Overpass,ESEA MDL Season 29 Europe Relegation,Arena Bulls,8
2019-01-09,Arena Bulls,14,Izako Boars,16,Cache,ESEA MDL Season 29 Europe Relegation,Izako Boars,2
2019-01-09,Tricked,4,Valiance,16,Cache,ESEA MDL Season 29 Europe Relegation,Valiance,12
2019-01-09,Valiance,16,Tricked,10,Overpass,ESEA MDL Season 29 Europe Relegation,Valiance,6
2019-01-09,ViCi,10,SJ,16,Train,Hunt Wave League,SJ,6
2019-01-09,SJ,16,ViCi,8,Overpass,Hunt Wave League,SJ,8
2019-01-09,Vega Squadron,6,3DMAX,16,Inferno,Hunt Wave League,3DMAX,10
2019-01-09,3DMAX,16,Vega Squadron,3,Mirage,Hunt Wave League,3DMAX,13
2019-01-09,3DMAX,16,SJ,6,Inferno,Hunt Wave League,3DMAX,10
2019-01-10,expert,16,Vexed,5,Inferno,United Masters League,expert,11
2019-01-10,Vexed,16,expert,2,Train,United Masters League,Vexed,14
2019-01-10,lotb,12,x-kom,16,Inferno,Geeks Gone Wild 24 Europe Qualifier,x-kom,4
2019-01-10,x-kom,16,lotb,14,Mirage,Geeks Gone Wild 24 Europe Qualifier,x-kom,2
2019-01-10,Atlando,25,BULGI,22,Overpass,Geeks Gone Wild 24 Europe Qualifier,Atlando,3
2019-01-10,BULGI,9,Atlando,16,Cache,Geeks Gone Wild 24 Europe Qualifier,Atlando,7
2019-01-10,Flow,16,Chaos,7,Train,Pixel.bet Brawl: Nordic vs. Europe,Flow,9
2019-01-10,Flow,11,Chaos,16,Dust2,Pixel.bet Brawl: Nordic vs. Europe,Chaos,5
2019-01-10,Chaos,6,Flow,16,Inferno,Pixel.bet Brawl: Nordic vs. Europe,Flow,10
2019-01-10,EURONICS,5,Valiance,16,Nuke,United Masters League,Valiance,11
2019-01-10,Valiance,16,EURONICS,1,Mirage,United Masters League,Valiance,15
2019-01-10,NeverPlay,19,x-kom,16,Overpass,Hunt Wave League,NeverPlay,3
2019-01-10,x-kom,6,NeverPlay,16,Inferno,Hunt Wave League,NeverPlay,10
2019-01-10,NeverPlay,3,x-kom,16,Mirage,Hunt Wave League,x-kom,13
2019-01-10,x6tence Galaxy,16,Vexed,13,Overpass,United Masters League,x6tence Galaxy,3
2019-01-10,Vexed,11,x6tence Galaxy,16,Inferno,United Masters League,x6tence Galaxy,5
2019-01-10,Chaos,16,AGO,14,Cache,Hunt Wave League,Chaos,2
2019-01-10,Chaos,16,AGO,8,Overpass,Hunt Wave League,Chaos,8
2019-01-11,HAVU,16,EURONICS,11,Mirage,United Masters League,HAVU,5
2019-01-11,EURONICS,11,HAVU,16,Nuke,United Masters League,HAVU,5
2019-01-11,Red Reserve,9,Vexed,16,Mirage,United Masters League,Vexed,7
2019-01-11,Vexed,8,Red Reserve,16,Cache,United Masters League,Red Reserve,8
2019-01-11,Flow,13,cats,16,Train,Pixel.bet Brawl: Nordic vs. Europe,cats,3
2019-01-11,cats,16,Flow,11,Inferno,Pixel.bet Brawl: Nordic vs. Europe,cats,5
2019-01-11,Flow,16,cats,12,Cache,Pixel.bet Brawl: Nordic vs. Europe,Flow,4
2019-01-11,x6tence Galaxy,13,3DMAX,16,Mirage,United Masters League,3DMAX,3
2019-01-11,3DMAX,16,x6tence Galaxy,7,Inferno,United Masters League,3DMAX,9
2019-01-11,AGO,16,NeverPlay,13,Overpass,Hunt Wave League,AGO,3
2019-01-11,NeverPlay,2,AGO,16,Mirage,Hunt Wave League,AGO,14
2019-01-11,AGO,8,NeverPlay,16,Inferno,Hunt Wave League,NeverPlay,8
2019-01-11,HAVU,16,Valiance,10,Cache,United Masters League,HAVU,6
2019-01-11,Valiance,19,HAVU,17,Dust2,United Masters League,Valiance,2
2019-01-11,Vega Squadron,9,SJ,16,Inferno,Hunt Wave League,SJ,7
2019-01-11,Vega Squadron,16,SJ,10,Overpass,Hunt Wave League,Vega Squadron,6
2019-01-11,SJ,16,Vega Squadron,13,Train,Hunt Wave League,SJ,3
2019-01-12,Copenhagen Flames,8,NoChance,16,Dust2,Pixel.bet Brawl: Nordic vs. Europe,NoChance,8
2019-01-12,NoChance,19,Copenhagen Flames,16,Overpass,Pixel.bet Brawl: Nordic vs. Europe,NoChance,3
2019-01-12,SJ,6,Chaos,16,Overpass,Hunt Wave League,Chaos,10
2019-01-12,Chaos,16,SJ,11,Train,Hunt Wave League,Chaos,5
2019-01-12,3DMAX,16,AGO,13,Overpass,Hunt Wave League,3DMAX,3
2019-01-12,AGO,12,3DMAX,16,Inferno,Hunt Wave League,3DMAX,4
2019-01-13,Rejected,4,PELAFUSTANES,16,Dust2,SP Gaming Tournament #6 Finals,PELAFUSTANES,12
2019-01-13,PELAFUSTANES,16,Rejected,14,Mirage,SP Gaming Tournament #6 Finals,PELAFUSTANES,2
2019-01-13,Akopalipsa,9,expert,16,Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,expert,7
2019-01-13,expert,19,Akopalipsa,15,Cache,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,expert,4
2019-01-13,Jordan's Money Crew,16,Lyngby Vikings,9,Mirage,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,Jordan's Money Crew,7
2019-01-13,Jordan's Money Crew,16,Lyngby Vikings,13,Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,Jordan's Money Crew,3
2019-01-13,unknown,16,ClaqueT,13,Dust2,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,unknown,3
2019-01-13,ClaqueT,7,unknown,16,Nuke,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,unknown,9
2019-01-13,Chaos,16,Lilmix,7,Mirage,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,Chaos,9
2019-01-13,Lilmix,12,Chaos,16,Overpass,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,Chaos,4
2019-01-13,x-kom,16,Izako Boars,9,Cache,Pixel.bet Brawl: Nordic vs. Europe,x-kom,7
2019-01-13,x-kom,16,Izako Boars,5,Overpass,Pixel.bet Brawl: Nordic vs. Europe,x-kom,11
2019-01-13,Izako Boars,16,x-kom,8,Mirage,Pixel.bet Brawl: Nordic vs. Europe,Izako Boars,8
2019-01-13,PEEKERS,13,NoChance,16,Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,NoChance,3
2019-01-13,NoChance,11,PEEKERS,16,Mirage,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,PEEKERS,5
2019-01-13,Dragons,7,ALTERNATE aTTaX,16,Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,ALTERNATE aTTaX,9
2019-01-13,ALTERNATE aTTaX,16,Dragons,8,Cache,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,ALTERNATE aTTaX,8
2019-01-13,Copenhagen Flames,16,Defusekids,3,Nuke,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,Copenhagen Flames,13
2019-01-13,Copenhagen Flames,16,Defusekids,12,Mirage,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,Copenhagen Flames,4
2019-01-13,NoChance,19,PEEKERS,17,Dust2,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,NoChance,2
2019-01-13,ALTERNATE aTTaX,14,Dragons,16,Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,Dragons,2
2019-01-13,Universe,11,x-kom,16,Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,x-kom,5
2019-01-13,x-kom,19,Universe,17,Nuke,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,x-kom,2
2019-01-13,Chaos,6,3DMAX,16,Mirage,Hunt Wave League,3DMAX,10
2019-01-13,3DMAX,6,Chaos,16,Overpass,Hunt Wave League,Chaos,10
2019-01-13,Chaos,12,3DMAX,16,Inferno,Hunt Wave League,3DMAX,4
2019-01-14,S2N,8,DETONA,16,Cache,Dell Gaming Liga Pro Season 1 - #1 JAN/19,DETONA,8
2019-01-14,DETONA,16,S2N,2,Dust2,Dell Gaming Liga Pro Season 1 - #1 JAN/19,DETONA,14
2019-01-14,Red Reserve,10,Sprout,16,Train,United Masters League,Sprout,6
2019-01-14,Red Reserve,7,Sprout,16,Dust2,United Masters League,Sprout,9
2019-01-14,expert,9,Tricked,16,Inferno,United Masters League,Tricked,7
2019-01-14,Tricked,16,expert,8,Train,United Masters League,Tricked,8
2019-01-14,NoChance,16,x-kom,2,Mirage,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,NoChance,14
2019-01-14,NoChance,10,x-kom,16,Cache,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,x-kom,6
2019-01-14,NoChance,19,x-kom,16,Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,NoChance,3
2019-01-14,x6tence Galaxy,16,AGO,9,Mirage,United Masters League,x6tence Galaxy,7
2019-01-14,AGO,12,x6tence Galaxy,16,Overpass,United Masters League,x6tence Galaxy,4
2019-01-14,Jordan's Money Crew,9,Chaos,16,Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,Chaos,7
2019-01-14,Chaos,16,Jordan's Money Crew,13,Cache,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,Chaos,3
2019-01-14,Jordan's Money Crew,16,Chaos,14,Overpass,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,Jordan's Money Crew,2
2019-01-14,ALTERNATE aTTaX,16,Copenhagen Flames,7,Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,ALTERNATE aTTaX,9
2019-01-14,ALTERNATE aTTaX,22,Copenhagen Flames,18,Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,ALTERNATE aTTaX,4
2019-01-14,Copenhagen Flames,16,ALTERNATE aTTaX,9,Overpass,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,Copenhagen Flames,7
2019-01-14,expert,6,unknown,16,Cache,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,unknown,10
2019-01-14,expert,13,unknown,16,Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,unknown,3
2019-01-14,Sprout,22,Tricked,19,Inferno,United Masters League,Sprout,3
2019-01-14,Tricked,12,Sprout,16,Dust2,United Masters League,Sprout,4
2019-01-15,Isurus,8,INTZ.Academy,16,Dust2,Dell Gaming Liga Pro Season 1 - #1 JAN/19,INTZ.Academy,8
2019-01-15,Isurus,13,INTZ.Academy,16,Overpass,Dell Gaming Liga Pro Season 1 - #1 JAN/19,INTZ.Academy,3
2019-01-15,Isurus,16,INTZ.Academy,12,Mirage,Dell Gaming Liga Pro Season 1 - #1 JAN/19,Isurus,4
2019-01-15,Tricked,11,Red Reserve,16,Dust2,United Masters League,Red Reserve,5
2019-01-15,Red Reserve,16,Tricked,11,Nuke,United Masters League,Red Reserve,5
2019-01-15,unknown,7,ALTERNATE aTTaX,16,Overpass,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,ALTERNATE aTTaX,9
2019-01-15,ALTERNATE aTTaX,16,unknown,13,Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,ALTERNATE aTTaX,3
2019-01-15,AGO,10,Sprout,16,Inferno,United Masters League,Sprout,6
2019-01-15,Sprout,16,AGO,13,Cache,United Masters League,Sprout,3
2019-01-15,forZe,16,LDLC,9,Dust2,ESEA MDL Season 30 Europe,forZe,7
2019-01-15,HAVU,11,expert,16,Train,United Masters League,expert,5
2019-01-15,expert,17,HAVU,19,Dust2,United Masters League,HAVU,2
2019-01-15,NoChance,10,ALTERNATE aTTaX,16,Overpass,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,ALTERNATE aTTaX,6
2019-01-15,ALTERNATE aTTaX,16,NoChance,12,Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,ALTERNATE aTTaX,4
2019-01-15,NoChance,16,ALTERNATE aTTaX,7,Mirage,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,NoChance,9
2019-01-15,Chaos,8,unknown,16,Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,unknown,8
2019-01-15,unknown,5,Chaos,16,Overpass,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,Chaos,11
2019-01-15,Chaos,20,unknown,22,Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,unknown,2
2019-01-15,Evidence,7,ex-Wild,16,Inferno,Dell Gaming Liga Pro Season 1 - #1 JAN/19,ex-Wild,9
2019-01-15,ex-Wild,16,Evidence,9,Cache,Dell Gaming Liga Pro Season 1 - #1 JAN/19,ex-Wild,7
2019-01-16,ENCE,16,Windigo,3,Inferno,Europe Minor - IEM Katowice 2019,ENCE,13
2019-01-16,Windigo,12,ENCE,16,Mirage,Europe Minor - IEM Katowice 2019,ENCE,4
2019-01-16,ex-Fragsters,10,forZe,16,Inferno,ESEA MDL Season 30 Europe,forZe,6
2019-01-16,Vitality,16,Valiance,4,Dust2,Europe Minor - IEM Katowice 2019,Vitality,12
2019-01-16,Valiance,16,Vitality,11,Inferno,Europe Minor - IEM Katowice 2019,Valiance,5
2019-01-16,Valiance,15,Vitality,19,Mirage,Europe Minor - IEM Katowice 2019,Vitality,4
2019-01-16,North,6,Windigo,16,Overpass,Europe Minor - IEM Katowice 2019,Windigo,10
2019-01-16,LDLC,12,Vexed,16,Mirage,United Masters League,Vexed,4
2019-01-16,Vexed,16,LDLC,14,Inferno,United Masters League,Vexed,2
2019-01-16,ex-Space Soldiers,6,ENCE,16,Train,Europe Minor - IEM Katowice 2019,ENCE,10
2019-01-16,Valiance,16,mousesports,14,Mirage,Europe Minor - IEM Katowice 2019,Valiance,2
2019-01-16,OpTic,8,Vitality,16,Dust2,Europe Minor - IEM Katowice 2019,Vitality,8
2019-01-16,x6tence Galaxy,16,ALTERNATE aTTaX,10,Inferno,United Masters League,x6tence Galaxy,6
2019-01-16,ALTERNATE aTTaX,11,x6tence Galaxy,16,Overpass,United Masters League,x6tence Galaxy,5
2019-01-16,AVANGAR,7,Winstrike,16,Train,CIS Minor - IEM Katowice 2019,Winstrike,9
2019-01-16,AVANGAR,13,Winstrike,16,Cache,CIS Minor - IEM Katowice 2019,Winstrike,3
2019-01-16,AVANGAR,16,Winstrike,5,Dust2,CIS Minor - IEM Katowice 2019,AVANGAR,11
2019-01-16,Spirit,22,Syman,18,Mirage,CIS Minor - IEM Katowice 2019,Spirit,4
2019-01-16,Spirit,16,Syman,11,Dust2,CIS Minor - IEM Katowice 2019,Spirit,5
2019-01-16,MC,16,AVANT,11,Dust2,ESEA MDL Season 30 Australia,MC,5
2019-01-16,Runtime,6,Winstrike,16,Dust2,CIS Minor - IEM Katowice 2019,Winstrike,10
2019-01-16,pro100,5,AVANGAR,16,Dust2,CIS Minor - IEM Katowice 2019,AVANGAR,11
2019-01-16,Chiefs,16,Content,1,Cache,ESEA MDL Season 30 Australia,Chiefs,15
2019-01-16,Paradox,16,Astral Influence,7,Overpass,ESEA MDL Season 30 Australia,Paradox,9
2019-01-16,Ground Zero,16,MC,7,Cache,ESEA MDL Season 30 Australia,Ground Zero,9
2019-01-16,Spirit,19,Nemiga,15,Mirage,CIS Minor - IEM Katowice 2019,Spirit,4
2019-01-16,Syman,16,Gambit,12,Train,CIS Minor - IEM Katowice 2019,Syman,4
2019-01-16,AVANT,16,Skyfire,2,Mirage,ESEA MDL Season 30 Australia,AVANT,14
2019-01-16,Singularity,14,Final Feature,16,Mirage,ESEA MDL Season 30 North America,Final Feature,2
2019-01-16,Spacestation,16,Win Scrims Not Matches,12,Cache,ESEA MDL Season 30 North America,Spacestation,4
2019-01-16,Santos,8,W7M,16,Overpass,Dell Gaming Liga Pro Season 1 - #1 JAN/19,W7M,8
2019-01-16,W7M,16,Santos,3,Mirage,Dell Gaming Liga Pro Season 1 - #1 JAN/19,W7M,13
2019-01-17,ex-Wild,16,DETONA,11,Cache,Dell Gaming Liga Pro Season 1 - #1 JAN/19,ex-Wild,5
2019-01-17,ex-Wild,14,DETONA,16,Overpass,Dell Gaming Liga Pro Season 1 - #1 JAN/19,DETONA,2
2019-01-17,DETONA,13,ex-Wild,16,Dust2,Dell Gaming Liga Pro Season 1 - #1 JAN/19,ex-Wild,3
2019-01-17,AGO,16,Vexed,2,Overpass,United Masters League,AGO,14
2019-01-17,Vexed,6,AGO,16,Train,United Masters League,AGO,10
2019-01-17,3DMAX,16,Red Reserve,12,Dust2,United Masters League,3DMAX,4
2019-01-17,3DMAX,10,Red Reserve,16,Overpass,United Masters League,Red Reserve,6
2019-01-17,Valiance,16,mousesports,8,Cache,Europe Minor - IEM Katowice 2019,Valiance,8
