date,team1,team1_score,team2,team2_score,map,event,winner,win_margin
2019-04-13,INTZ,9,NRG,16,Train,ESL Pro League Season 9 Americas,NRG,7
2019-04-13,NRG,16,INTZ,9,Cache,ESL Pro League Season 9 Americas,NRG,7
2019-04-13,Athletico,5,ORDER,16,Inferno,ESL Pro League Season 9 Asia-Pacific,ORDER,11
2019-04-13,Athletico,16,ORDER,5,Nuke,ESL Pro League Season 9 Asia-Pacific,Athletico,11
2019-04-13,Athletico,11,ORDER,16,Mirage,ESL Pro League Season 9 Asia-Pacific,ORDER,5
2019-04-13,Liquid,16,Cloud9,14,Overpass,BLAST Pro Series Miami 2019,Liquid,2
2019-04-13,MIBR,15,FaZe,15,Mirage,BLAST Pro Series Miami 2019,FaZe,0
2019-04-13,Astralis,16,Natus Vincere,7,Inferno,BLAST Pro Series Miami 2019,Astralis,9
2019-04-13,GamerLegion,11,Epsilon,16,Inferno,Charleroi Esports,Epsilon,5
2019-04-13,Bulldozer,22,Neverest,19,Inferno,ESL Brazil Premier League Season 8,Bulldozer,3
2019-04-13,Bulldozer,16,Neverest,10,Dust2,ESL Brazil Premier League Season 8,Bulldozer,6
2019-04-13,Bulldozer,15,Neverest,19,Mirage,ESL Brazil Premier League Season 8,Neverest,4
2019-04-14,W7M,6,DETONA,16,Inferno,Dell Gaming Liga Pro Season 1 - #4 APR/19,DETONA,10
2019-04-14,DETONA,16,W7M,9,Overpass,Dell Gaming Liga Pro Season 1 - #4 APR/19,DETONA,7
2019-04-14,W7M,16,DETONA,9,Nuke,Dell Gaming Liga Pro Season 1 - #4 APR/19,W7M,7
2019-04-14,ex-Space Soldiers,10,OpTic,16,Overpass,ESL Pro League Season 9 Europe,OpTic,6
2019-04-14,OpTic,16,ex-Space Soldiers,6,Mirage,ESL Pro League Season 9 Europe,OpTic,10
2019-04-14,PACT,13,Chaos,16,Dust2,ESL One Cologne 2019 Europe Open Qualifier 1,Chaos,3
2019-04-14,Chaos,16,PACT,13,Mirage,ESL One Cologne 2019 Europe Open Qualifier 1,Chaos,3
2019-04-14,Team hazed,7,Team Skadoodle,16,Dust2,ESEA Rank S Combine,Team Skadoodle,9
2019-04-14,Team hazed,10,Team Skadoodle,16,Inferno,ESEA Rank S Combine,Team Skadoodle,6
2019-04-14,Team Skadoodle,12,Team hazed,16,Overpass,ESEA Rank S Combine,Team hazed,4
2019-04-14,Vitality,16,Sprout,6,Cache,Charleroi Esports,Vitality,10
2019-04-14,Vitality,16,Sprout,12,Inferno,Charleroi Esports,Vitality,4
2019-04-14,Portal,8,NASR,16,Mirage,Pakistan-UAE CS:GO Series 2019,NASR,8
2019-04-14,Portal,5,NASR,16,Nuke,Pakistan-UAE CS:GO Series 2019,NASR,11
2019-04-14,deprEST,7,Wolsung,16,Inferno,Monster Energy GOEXANIMO CS:GO 5x5 #16,Wolsung,9
2019-04-14,Wolsung,16,deprEST,6,Mirage,Monster Energy GOEXANIMO CS:GO 5x5 #16,Wolsung,10
2019-04-14,deprEST,16,Wolsung,14,Nuke,Monster Energy GOEXANIMO CS:GO 5x5 #16,deprEST,2
2019-04-14,North,5,mousesports,16,Mirage,ESL Pro League Season 9 Europe,mousesports,11
2019-04-14,mousesports,16,North,4,Train,ESL Pro League Season 9 Europe,mousesports,12
2019-04-14,Heroic,16,Spirit,12,Mirage,ESL One Cologne 2019 Europe Open Qualifier 1,Heroic,4
2019-04-14,Spirit,9,Heroic,16,Overpass,ESL One Cologne 2019 Europe Open Qualifier 1,Heroic,7
2019-04-14,deprEST,16,Synergy,14,Overpass,Monster Energy GOEXANIMO CS:GO 5x5 #16,deprEST,2
2019-04-14,Synergy,17,deprEST,19,Train,Monster Energy GOEXANIMO CS:GO 5x5 #16,deprEST,2
2019-04-14,Esi Pirmais,5,Wolsung,16,Mirage,Monster Energy GOEXANIMO CS:GO 5x5 #16,Wolsung,11
2019-04-14,Wolsung,16,Esi Pirmais,3,Dust2,Monster Energy GOEXANIMO CS:GO 5x5 #16,Wolsung,13
2019-04-14,G2,5,Vitality,16,Cache,Charleroi Esports,Vitality,11
2019-04-14,G2,19,Vitality,16,Overpass,Charleroi Esports,G2,3
2019-04-14,Vitality,16,G2,14,Nuke,Charleroi Esports,Vitality,2
2019-04-14,Winstrike,17,Nordavind,19,Mirage,LOOT.BET Season 2,Nordavind,2
2019-04-14,Nordavind,16,Winstrike,11,Dust2,LOOT.BET Season 2,Nordavind,5
2019-04-14,Sprout,16,Epsilon,10,Mirage,Charleroi Esports,Sprout,6
2019-04-14,Epsilon,8,Sprout,16,Inferno,Charleroi Esports,Sprout,8
2019-04-14,Surge,16,TRIDENT,7,Cache,ESEA MDL Season 30 Australia Relegation,Surge,9
2019-04-14,TRIDENT,8,Surge,16,Train,ESEA MDL Season 30 Australia Relegation,Surge,8
2019-04-14,Beyond,6,Lucid Dream,16,Nuke,DreamHack Masters Dallas 2019 Asia Closed Qualifier,Lucid Dream,10
2019-04-14,Lucid Dream,16,Beyond,13,Dust2,DreamHack Masters Dallas 2019 Asia Closed Qualifier,Lucid Dream,3
2019-04-14,Grayhound,16,ORDER,13,Nuke,IEM Sydney 2019 Oceania Closed Qualifier,Grayhound,3
2019-04-14,ORDER,10,Grayhound,16,Overpass,IEM Sydney 2019 Oceania Closed Qualifier,Grayhound,6
2019-04-14,ORDER,16,Grayhound,13,Mirage,IEM Sydney 2019 Oceania Closed Qualifier,ORDER,3
2019-04-14,TYLOO,16,Panda,13,Dust2,DreamHack Masters Dallas 2019 China Closed Qualifier,TYLOO,3
2019-04-14,TYLOO,16,Panda,9,Mirage,DreamHack Masters Dallas 2019 China Closed Qualifier,TYLOO,7
2019-04-14,BOOM,8,Beyond,16,Dust2,DreamHack Masters Dallas 2019 Asia Closed Qualifier,Beyond,8
2019-04-14,Beyond,16,BOOM,8,Nuke,DreamHack Masters Dallas 2019 Asia Closed Qualifier,Beyond,8
2019-04-14,Lucid Dream,16,MVP PK,5,Nuke,DreamHack Masters Dallas 2019 Asia Closed Qualifier,Lucid Dream,11
2019-04-14,MVP PK,10,Lucid Dream,16,Mirage,DreamHack Masters Dallas 2019 Asia Closed Qualifier,Lucid Dream,6
2019-04-14,ORDER,16,Chiefs,14,Nuke,IEM Sydney 2019 Oceania Closed Qualifier,ORDER,2
2019-04-14,Chiefs,16,ORDER,11,Inferno,IEM Sydney 2019 Oceania Closed Qualifier,Chiefs,5
2019-04-14,ORDER,16,Chiefs,14,Overpass,IEM Sydney 2019 Oceania Closed Qualifier,ORDER,2
2019-04-14,Beyond,16,BOOT-d[S],14,Inferno,DreamHack Masters Dallas 2019 Asia Closed Qualifier,Beyond,2
2019-04-14,BOOT-d[S],16,Beyond,19,Mirage,DreamHack Masters Dallas 2019 Asia Closed Qualifier,Beyond,3
2019-04-14,BOOM,16,Absolute,14,Mirage,DreamHack Masters Dallas 2019 Asia Closed Qualifier,BOOM,2
2019-04-14,Absolute,10,BOOM,16,Inferno,DreamHack Masters Dallas 2019 Asia Closed Qualifier,BOOM,6
2019-04-14,Lucid Dream,16,Ignis,13,Train,DreamHack Masters Dallas 2019 Asia Closed Qualifier,Lucid Dream,3
2019-04-14,Ignis,10,Lucid Dream,16,Dust2,DreamHack Masters Dallas 2019 Asia Closed Qualifier,Lucid Dream,6
2019-04-14,MVP PK,16,ex-Storm Riders,5,Inferno,DreamHack Masters Dallas 2019 Asia Closed Qualifier,MVP PK,11
2019-04-14,MVP PK,16,ex-Storm Riders,2,Overpass,DreamHack Masters Dallas 2019 Asia Closed Qualifier,MVP PK,14
2019-04-14,INTZ,13,Renegades,16,Mirage,ESL Pro League Season 9 Americas,Renegades,3
2019-04-14,INTZ,9,Renegades,16,Dust2,ESL Pro League Season 9 Americas,Renegades,7
2019-04-14,Athletico,13,Paradox,16,Cache,ESL Pro League Season 9 Asia-Pacific,Paradox,3
2019-04-14,Paradox,12,Athletico,16,Overpass,ESL Pro League Season 9 Asia-Pacific,Athletico,4
2019-04-14,Paradox,16,Athletico,13,Mirage,ESL Pro League Season 9 Asia-Pacific,Paradox,3
2019-04-14,Chris and the boys,20,Zone,22,Mirage,ESL One Cologne 2019 North America Open Qualifier 1,Zone,2
2019-04-14,iNTACT,6,Bad News Bears,16,Inferno,ESL One Cologne 2019 North America Open Qualifier 1,Bad News Bears,10
2019-04-14,ATK,16,Good Game PR,4,Train,ESL One Cologne 2019 North America Open Qualifier 1,ATK,12
2019-04-14,TeamOne,13,Royal,16,Mirage,ESL One Cologne 2019 North America Open Qualifier 1,Royal,3
2019-04-14,eUnited,9,NRG,16,Mirage,ESL Pro League Season 9 Americas,NRG,7
2019-04-14,NRG,16,eUnited,13,Dust2,ESL Pro League Season 9 Americas,NRG,3
2019-04-14,Team n0thing,11,Team Skadoodle,16,Dust2,ESEA Rank S Combine,Team Skadoodle,5
2019-04-14,Team Skadoodle,16,Team n0thing,10,Train,ESEA Rank S Combine,Team Skadoodle,6
2019-04-14,Team n0thing,22,Team Skadoodle,19,Inferno,ESEA Rank S Combine,Team n0thing,3
2019-04-14,Breakaway,12,ORDER,16,Mirage,ESL Pro League Season 9 Asia-Pacific,ORDER,4
2019-04-14,Breakaway,16,ORDER,6,Inferno,ESL Pro League Season 9 Asia-Pacific,Breakaway,10
2019-04-14,ORDER,16,Breakaway,11,Nuke,ESL Pro League Season 9 Asia-Pacific,ORDER,5
2019-04-15,DreamEaters,16,Chaos,8,Mirage,LOOT.BET Season 2,DreamEaters,8
2019-04-15,Chaos,20,DreamEaters,22,Overpass,LOOT.BET Season 2,DreamEaters,2
2019-04-15,Unicorns of Love,8,Syman,16,Overpass,Kalashnikov Cup Season 2,Syman,8
2019-04-15,ALTERNATE aTTaX,16,Sharks,7,Inferno,LOOT.BET Season 2,ALTERNATE aTTaX,9
2019-04-15,ALTERNATE aTTaX,16,Sharks,8,Dust2,LOOT.BET Season 2,ALTERNATE aTTaX,8
2019-04-15,Nemiga,16,AGO,6,Inferno,LOOT.BET Season 2,Nemiga,10
2019-04-15,AGO,14,Nemiga,16,Nuke,LOOT.BET Season 2,Nemiga,2
2019-04-15,AGO,16,Nemiga,11,Overpass,LOOT.BET Season 2,AGO,5
2019-04-15,INTZ,11,eUnited,16,Overpass,ESL Pro League Season 9 Americas,eUnited,5
2019-04-15,eUnited,16,INTZ,13,Mirage,ESL Pro League Season 9 Americas,eUnited,3
2019-04-15,Zone,6,ATK,16,Inferno,ESL One Cologne 2019 North America Open Qualifier 1,ATK,10
2019-04-15,Zone,7,ATK,16,Train,ESL One Cologne 2019 North America Open Qualifier 1,ATK,9
2019-04-15,ATK,8,Zone,16,Nuke,ESL One Cologne 2019 North America Open Qualifier 1,Zone,8
2019-04-15,NRG,3,Renegades,16,Inferno,ESL Pro League Season 9 Americas,Renegades,13
2019-04-15,Renegades,14,NRG,16,Train,ESL Pro League Season 9 Americas,NRG,2
2019-04-15,NRG,12,Renegades,16,Mirage,ESL Pro League Season 9 Americas,Renegades,4
2019-04-15,Team Skadoodle,19,Team seang@res,17,Overpass,ESEA Rank S Combine,Team Skadoodle,2
2019-04-15,Team Skadoodle,9,Team seang@res,16,Mirage,ESEA Rank S Combine,Team seang@res,7
2019-04-15,Team seang@res,15,Team Skadoodle,19,Inferno,ESEA Rank S Combine,Team Skadoodle,4
2019-04-16,Santos,16,Bulldozer,5,Dust2,Brasil Game Show 2019,Santos,11
2019-04-16,Imperial,16,WePlayGames,5,Dust2,Brasil Game Show 2019,Imperial,11
2019-04-16,NiP,16,Heroic,10,Mirage,ESL Pro League Season 9 Europe,NiP,6
2019-04-16,Heroic,19,NiP,17,Train,ESL Pro League Season 9 Europe,Heroic,2
2019-04-16,NiP,16,Heroic,11,Nuke,ESL Pro League Season 9 Europe,NiP,5
2019-04-16,paiN,16,INTZ.Academy,8,Inferno,Brasil Game Show 2019,paiN,8
2019-04-16,Redemption POA,16,W7M,9,Overpass,Brasil Game Show 2019,Redemption POA,7
2019-04-16,FaZe,16,devils.one,6,Dust2,ESL Pro League Season 9 Europe,FaZe,10
2019-04-16,FaZe,16,devils.one,4,Train,ESL Pro League Season 9 Europe,FaZe,12
2019-04-16,Movistar Riders,14,expert,16,Mirage,Kalashnikov Cup Season 2,expert,2
2019-04-16,SJ,16,Nordavind,12,Overpass,LOOT.BET Season 2,SJ,4
2019-04-16,Nordavind,7,SJ,16,Train,LOOT.BET Season 2,SJ,9
2019-04-16,BTRG,16,Maple,7,Train,ESL One Cologne 2019 Asia Open Qualifier 1,BTRG,9
2019-04-16,Maple,7,BTRG,16,Mirage,ESL One Cologne 2019 Asia Open Qualifier 1,BTRG,9
2019-04-16,Alpha Red,12,Lucid Dream,16,Train,ESL Pro League Season 9 Asia-Pacific,Lucid Dream,4
2019-04-16,Alpha Red,13,Lucid Dream,16,Mirage,ESL Pro League Season 9 Asia-Pacific,Lucid Dream,3
2019-04-16,Lucid Dream,10,Alpha Red,16,Dust2,ESL Pro League Season 9 Asia-Pacific,Alpha Red,6
2019-04-16,EHOME,5,Alpha Red,16,Mirage,ESL One Cologne 2019 Asia Open Qualifier 1,Alpha Red,11
2019-04-16,Alpha Red,16,EHOME,13,Nuke,ESL One Cologne 2019 Asia Open Qualifier 1,Alpha Red,3
2019-04-16,Entity,2,BOOT-d[S],16,Mirage,ESL Pro League Season 9 Asia-Pacific,BOOT-d[S],14
2019-04-16,BOOT-d[S],16,Entity,2,Inferno,ESL Pro League Season 9 Asia-Pacific,BOOT-d[S],14
2019-04-16,Carnage fe,16,Ravens,6,Mirage,InstaFrag Female League Season 1,Carnage fe,10
2019-04-16,Carnage fe,16,Ravens,6,Inferno,InstaFrag Female League Season 1,Carnage fe,10
2019-04-16,EHOME,16,5POWER,11,Inferno,Asian Development League 2019 - Season 1,EHOME,5
2019-04-16,EHOME,16,5POWER,11,Nuke,Asian Development League 2019 - Season 1,EHOME,5
2019-04-16,The Quest,16,The Fundamentals,7,Inferno,ESEA MDL Season 30 North America Relegation,The Quest,9
2019-04-16,The Fundamentals,9,The Quest,16,Nuke,ESEA MDL Season 30 North America Relegation,The Quest,7
2019-04-16,Royal,10,Bad News Bears,16,Cache,ESL One Cologne 2019 North America Open Qualifier 1,Bad News Bears,6
2019-04-16,Royal,11,Bad News Bears,16,Overpass,ESL One Cologne 2019 North America Open Qualifier 1,Bad News Bears,5
2019-04-16,Bad News Bears,9,Royal,16,Mirage,ESL One Cologne 2019 North America Open Qualifier 1,Royal,7
2019-04-17,paiN,16,RED Canids,14,Nuke,Brasil Game Show 2019,paiN,2
2019-04-17,devils.one,19,NiP,17,Nuke,ESL Pro League Season 9 Europe,devils.one,2
2019-04-17,devils.one,10,NiP,16,Overpass,ESL Pro League Season 9 Europe,NiP,6
2019-04-17,NiP,13,devils.one,16,Mirage,ESL Pro League Season 9 Europe,devils.one,3
2019-04-17,Queso,12,Giants,16,Dust2,BLAST Pro Series Madrid 2019 Play-in,Giants,4
2019-04-17,Queso,14,Giants,16,Inferno,BLAST Pro Series Madrid 2019 Play-in,Giants,2
2019-04-17,Giants,14,Queso,16,Vertigo,BLAST Pro Series Madrid 2019 Play-in,Queso,2
2019-04-17,FaZe,16,Heroic,8,Mirage,ESL Pro League Season 9 Europe,FaZe,8
2019-04-17,Heroic,16,FaZe,11,Dust2,ESL Pro League Season 9 Europe,Heroic,5
2019-04-17,FaZe,16,Heroic,8,Overpass,ESL Pro League Season 9 Europe,FaZe,8
2019-04-17,ex-3DMAX,19,Virtus.pro,17,Nuke,VulkanBet Invitational,ex-3DMAX,2
2019-04-17,Entity,3,Lucid Dream,16,Nuke,ESL Pro League Season 9 Asia-Pacific,Lucid Dream,13
2019-04-17,Lucid Dream,16,Entity,4,Mirage,ESL Pro League Season 9 Asia-Pacific,Lucid Dream,12
2019-04-17,BOOT-d[S],16,BTRG,11,Dust2,Asian Development League 2019 - Season 1,BOOT-d[S],5
2019-04-17,BOOT-d[S],11,BTRG,16,Train,Asian Development League 2019 - Season 1,BTRG,5
2019-04-17,BOOT-d[S],22,BTRG,20,Mirage,Asian Development League 2019 - Season 1,BOOT-d[S],2
2019-04-17,LDLC,12,Virtus.pro,16,Nuke,VulkanBet Invitational,Virtus.pro,4
2019-04-17,Athletico,12,Chiefs,16,Nuke,IEM Sydney Derby 2019,Chiefs,4
2019-04-17,Chiefs,16,Athletico,14,Dust2,IEM Sydney Derby 2019,Chiefs,2
2019-04-17,Chiefs,16,Athletico,19,Mirage,IEM Sydney Derby 2019,Athletico,3
2019-04-17,Nemiga,9,ex-3DMAX,16,Mirage,VulkanBet Invitational,ex-3DMAX,7
2019-04-17,NoChance,16,Windigo,19,Mirage,LOOT.BET Season 2,Windigo,3
2019-04-17,NoChance,10,Windigo,16,Overpass,LOOT.BET Season 2,Windigo,6
2019-04-17,BOOT-d[S],14,Alpha Red,16,Train,ESL Pro League Season 9 Asia-Pacific,Alpha Red,2
2019-04-17,Alpha Red,16,BOOT-d[S],3,Dust2,ESL Pro League Season 9 Asia-Pacific,Alpha Red,13
2019-04-17,BOOT-d[S],16,Alpha Red,14,Mirage,ESL Pro League Season 9 Asia-Pacific,BOOT-d[S],2
2019-04-17,Breakaway,16,Genuine,7,Train,IEM Sydney Derby 2019,Breakaway,9
2019-04-17,Genuine,10,Breakaway,16,Mirage,IEM Sydney Derby 2019,Breakaway,6
2019-04-17,Complexity,15,Ghost,19,Nuke,ESL Pro League Season 9 Americas,Ghost,4
2019-04-17,Complexity,13,Ghost,16,Overpass,ESL Pro League Season 9 Americas,Ghost,3
2019-04-17,Ghost,16,Complexity,19,Mirage,ESL Pro League Season 9 Americas,Complexity,3
2019-04-17,Lazarus,4,Liquid,16,Overpass,ESL Pro League Season 9 Americas,Liquid,12
2019-04-17,Liquid,16,Lazarus,2,Nuke,ESL Pro League Season 9 Americas,Liquid,14
2019-04-18,Singularity,10,Söderberg & Partners,16,Vertigo,Copenhagen Games 2019 BYOC Qualifier,Söderberg & Partners,6
2019-04-18,Singularity,12,Söderberg & Partners,16,Mirage,Copenhagen Games 2019 BYOC Qualifier,Söderberg & Partners,4
2019-04-18,Singularity,19,Söderberg & Partners,17,Nuke,Copenhagen Games 2019 BYOC Qualifier,Singularity,2
2019-04-18,STEP,10,Ambush,16,Vertigo,Copenhagen Games 2019 BYOC Qualifier,Ambush,6
2019-04-18,Ambush,17,STEP,19,Mirage,Copenhagen Games 2019 BYOC Qualifier,STEP,2
2019-04-18,STEP,10,Ambush,16,Overpass,Copenhagen Games 2019 BYOC Qualifier,Ambush,6
2019-04-18,GODSENT,14,Gambit Youngsters,16,Nuke,Copenhagen Games 2019 BYOC Qualifier,Gambit Youngsters,2
2019-04-18,Gambit Youngsters,16,GODSENT,7,Mirage,Copenhagen Games 2019 BYOC Qualifier,Gambit Youngsters,9
2019-04-18,Copenhagen Flames,13,Movistar Riders,16,Overpass,Copenhagen Games 2019 BYOC Qualifier,Movistar Riders,3
2019-04-18,Copenhagen Flames,5,Movistar Riders,16,Nuke,Copenhagen Games 2019 BYOC Qualifier,Movistar Riders,11
2019-04-18,Heroic,22,devils.one,18,Nuke,ESL Pro League Season 9 Europe,Heroic,4
2019-04-18,devils.one,13,Heroic,16,Overpass,ESL Pro League Season 9 Europe,Heroic,3
2019-04-18,Heroic,14,devils.one,16,Train,ESL Pro League Season 9 Europe,devils.one,2
2019-04-18,Virtus.pro,12,Epsilon,16,Train,LOOT.BET Season 2,Epsilon,4
2019-04-18,Epsilon,16,Virtus.pro,12,Mirage,LOOT.BET Season 2,Epsilon,4
2019-04-18,Vulkanbet,10,GODSENT,16,Overpass,Copenhagen Games 2019 BYOC Qualifier,GODSENT,6
2019-04-18,Vulkanbet,14,GODSENT,16,Nuke,Copenhagen Games 2019 BYOC Qualifier,GODSENT,2
2019-04-18,Söderberg & Partners,16,AGF,14,Dust2,Copenhagen Games 2019 BYOC Qualifier,Söderberg & Partners,2
2019-04-18,AGF,8,Söderberg & Partners,16,Train,Copenhagen Games 2019 BYOC Qualifier,Söderberg & Partners,8
2019-04-18,Söderberg & Partners,14,AGF,16,Inferno,Copenhagen Games 2019 BYOC Qualifier,AGF,2
2019-04-18,Endpoint,15,STEP,19,Nuke,Copenhagen Games 2019 BYOC Qualifier,STEP,4
2019-04-18,Endpoint,6,STEP,16,Vertigo,Copenhagen Games 2019 BYOC Qualifier,STEP,10
2019-04-18,FASTLOSE,11,Singularity,16,Mirage,Copenhagen Games 2019 BYOC Qualifier,Singularity,5
2019-04-18,Singularity,16,FASTLOSE,4,Overpass,Copenhagen Games 2019 BYOC Qualifier,Singularity,12
2019-04-18,Singularity,14,FASTLOSE,16,Vertigo,Copenhagen Games 2019 BYOC Qualifier,FASTLOSE,2
2019-04-18,Movistar Riders,16,Monarchs,12,Overpass,Copenhagen Games 2019 BYOC Qualifier,Movistar Riders,4
2019-04-18,Monarchs,10,Movistar Riders,16,Train,Copenhagen Games 2019 BYOC Qualifier,Movistar Riders,6
2019-04-18,Ambush,16,Chaos,14,Inferno,Copenhagen Games 2019 BYOC Qualifier,Ambush,2
2019-04-18,Chaos,16,Ambush,10,Dust2,Copenhagen Games 2019 BYOC Qualifier,Chaos,6
2019-04-18,Chaos,14,Ambush,16,Vertigo,Copenhagen Games 2019 BYOC Qualifier,Ambush,2
2019-04-18,Gambit Youngsters,16,SJ,8,Mirage,Copenhagen Games 2019 BYOC Qualifier,Gambit Youngsters,8
2019-04-18,Gambit Youngsters,5,SJ,16,Inferno,Copenhagen Games 2019 BYOC Qualifier,SJ,11
2019-04-18,Gambit Youngsters,16,SJ,9,Overpass,Copenhagen Games 2019 BYOC Qualifier,Gambit Youngsters,7
2019-04-18,Copenhagen Flames,16,Nordavind,9,Vertigo,Copenhagen Games 2019 BYOC Qualifier,Copenhagen Flames,7
2019-04-18,Copenhagen Flames,16,Nordavind,6,Train,Copenhagen Games 2019 BYOC Qualifier,Copenhagen Flames,10
2019-04-18,Nordavind,16,Copenhagen Flames,12,Overpass,Copenhagen Games 2019 BYOC Qualifier,Nordavind,4
2019-04-18,NiP,4,FaZe,16,Dust2,ESL Pro League Season 9 Europe,FaZe,12
2019-04-18,FaZe,16,NiP,14,Mirage,ESL Pro League Season 9 Europe,FaZe,2
2019-04-18,Defusekids,13,Monarchs,16,Inferno,Copenhagen Games 2019 BYOC Qualifier,Monarchs,3
2019-04-18,Monarchs,16,Defusekids,8,Overpass,Copenhagen Games 2019 BYOC Qualifier,Monarchs,8
2019-04-18,Bitfix,3,Movistar Riders,16,Overpass,Copenhagen Games 2019 BYOC Qualifier,Movistar Riders,13
2019-04-18,Nordavind,16,Ignite,6,Overpass,Copenhagen Games 2019 BYOC Qualifier,Nordavind,10
2019-04-18,Nordavind,16,Ignite,13,Inferno,Copenhagen Games 2019 BYOC Qualifier,Nordavind,3
2019-04-18,Copenhagen Flames,16,Vantage,10,Train,Copenhagen Games 2019 BYOC Qualifier,Copenhagen Flames,6
2019-04-18,Bitfix,4,Movistar Riders,16,Mirage,Copenhagen Games 2019 BYOC Qualifier,Movistar Riders,12
2019-04-18,Copenhagen Flames,16,Vantage,3,Nuke,Copenhagen Games 2019 BYOC Qualifier,Copenhagen Flames,13
2019-04-18,Squared,12,AGF,16,Overpass,Copenhagen Games 2019 BYOC Qualifier,AGF,4
2019-04-18,AGF,14,Squared,16,Nuke,Copenhagen Games 2019 BYOC Qualifier,Squared,2
2019-04-18,AGF,19,Squared,16,Inferno,Copenhagen Games 2019 BYOC Qualifier,AGF,3
2019-04-18,Endpoint,16,NOM,14,Mirage,Copenhagen Games 2019 BYOC Qualifier,Endpoint,2
2019-04-18,Endpoint,16,NOM,3,Inferno,Copenhagen Games 2019 BYOC Qualifier,Endpoint,13
2019-04-18,Endpoint,9,NOM,16,Dust2,Copenhagen Games 2019 BYOC Qualifier,NOM,7
2019-04-18,GODSENT,16,dopexx,11,Mirage,Copenhagen Games 2019 BYOC Qualifier,GODSENT,5
2019-04-18,GODSENT,16,dopexx,6,Overpass,Copenhagen Games 2019 BYOC Qualifier,GODSENT,10
2019-04-18,dopexx,19,GODSENT,15,Inferno,Copenhagen Games 2019 BYOC Qualifier,dopexx,4
2019-04-18,ImmuNe ,7,Vulkanbet,16,Inferno,Copenhagen Games 2019 BYOC Qualifier,Vulkanbet,9
2019-04-18,Vulkanbet,10,ImmuNe ,16,Train,Copenhagen Games 2019 BYOC Qualifier,ImmuNe ,6
2019-04-18,Vulkanbet,16,ImmuNe ,10,Nuke,Copenhagen Games 2019 BYOC Qualifier,Vulkanbet,6
2019-04-18,STEP,16,Mock-it,10,Vertigo,Copenhagen Games 2019 BYOC Qualifier,STEP,6
2019-04-18,Mock-it,9,STEP,16,Overpass,Copenhagen Games 2019 BYOC Qualifier,STEP,7
2019-04-18,STEP,8,Mock-it,16,Inferno,Copenhagen Games 2019 BYOC Qualifier,Mock-it,8
2019-04-18,EsportsAdviser,16,Gambit Youngsters,19,Mirage,Copenhagen Games 2019 BYOC Qualifier,Gambit Youngsters,3
2019-04-18,Gambit Youngsters,16,EsportsAdviser,7,Overpass,Copenhagen Games 2019 BYOC Qualifier,Gambit Youngsters,9
2019-04-18,Apeks,12,Ambush,16,Vertigo,Copenhagen Games 2019 BYOC Qualifier,Ambush,4
2019-04-18,Ambush,16,Apeks,10,Overpass,Copenhagen Games 2019 BYOC Qualifier,Ambush,6
2019-04-18,Nova,9,Singularity,16,Vertigo,Copenhagen Games 2019 BYOC Qualifier,Singularity,7
2019-04-18,Singularity,16,Nova,9,Overpass,Copenhagen Games 2019 BYOC Qualifier,Singularity,7
2019-04-18,Tricked Academy,4,SJ,16,Train,Copenhagen Games 2019 BYOC Qualifier,SJ,12
2019-04-18,SJ,16,Tricked Academy,13,Overpass,Copenhagen Games 2019 BYOC Qualifier,SJ,3
2019-04-18,FASTLOSE,16,Lyngby Vikings,7,Dust2,Copenhagen Games 2019 BYOC Qualifier,FASTLOSE,9
2019-04-18,Lyngby Vikings,5,FASTLOSE,16,Vertigo,Copenhagen Games 2019 BYOC Qualifier,FASTLOSE,11
2019-04-18,Söderberg & Partners,16,GNSL,1,Nuke,Copenhagen Games 2019 BYOC Qualifier,Söderberg & Partners,15
2019-04-18,GNSL,11,Söderberg & Partners,16,Vertigo,Copenhagen Games 2019 BYOC Qualifier,Söderberg & Partners,5
2019-04-18,x-kom,9,Virtus.pro,16,Train,LOOT.BET Season 2,Virtus.pro,7
2019-04-18,x-kom,29,Virtus.pro,31,Nuke,LOOT.BET Season 2,Virtus.pro,2
2019-04-18,Chaos,16,POWEROUTAGE,11,Dust2,Copenhagen Games 2019 BYOC Qualifier,Chaos,5
2019-04-18,POWEROUTAGE,11,Chaos,16,Mirage,Copenhagen Games 2019 BYOC Qualifier,Chaos,5
2019-04-18,DreamEaters,16,Giants,13,Dust2,Kalashnikov Cup Season 2,DreamEaters,3
2019-04-18,5POWER,16,BTRG,10,Train,Asian Development League 2019 - Season 1,5POWER,6
2019-04-18,BTRG,10,5POWER,16,Dust2,Asian Development League 2019 - Season 1,5POWER,6
2019-04-18,BTRG,16,5POWER,7,Mirage,Asian Development League 2019 - Season 1,BTRG,9
2019-04-18,Nemiga,16,Virtus.pro,12,Inferno,VulkanBet Invitational,Nemiga,4
2019-04-18,Nemiga,16,LDLC,4,Inferno,VulkanBet Invitational,Nemiga,12
2019-04-18,Lucid Dream,16,BOOT-d[S],11,Mirage,ESL Pro League Season 9 Asia-Pacific,Lucid Dream,5
2019-04-18,Lucid Dream,16,BOOT-d[S],7,Dust2,ESL Pro League Season 9 Asia-Pacific,Lucid Dream,9
2019-04-18,BOOT-d[S],22,Lucid Dream,20,Nuke,ESL Pro League Season 9 Asia-Pacific,BOOT-d[S],2
2019-04-18,Chiefs,16,Breakaway,5,Mirage,IEM Sydney Derby 2019,Chiefs,11
