date,team1,team1_score,team2,team2_score,map,event,winner,win_margin
31/12/19,SKADE,16,Akatsuki,4,Dust2,dAT Cup,Akatsuki,12
31/12/19,SKADE,16,Akatsuki,3,Inferno,dAT Cup,Akatsuki,13
29/12/19,Bogatiri,16,S Nastupaushim,3,Nuke,HardCup 5,S Nastupaushim,13
29/12/19,S Nastupaushim,25,Bogatiri,28,Train,HardCup 5,Bogatiri,3
29/12/19,Phoenix,16,SKADE,10,Dust2,GG.BET Winter Cup,Phoenix,6
29/12/19,Phoenix,10,SKADE,16,Inferno,GG.BET Winter Cup,SKADE,6
29/12/19,SKADE,16,Phoenix,5,Train,GG.BET Winter Cup,Phoenix,11
29/12/19,SKADE,16,Phoenix,19,Overpass,GG.BET Winter Cup,Phoenix,3
29/12/19,SKADE,9,Phoenix,16,Mirage,GG.BET Winter Cup,SKADE,7
29/12/19,Nemiga,16,Juggernauts,11,Vertigo,LBET Invitational 2,Nemiga,5
29/12/19,Juggernauts,16,Nemiga,11,Inferno,LBET Invitational 2,Juggernauts,5
29/12/19,Nemiga,16,Juggernauts,11,Nuke,LBET Invitational 2,Nemiga,5
29/12/19,Bogatiri,16,GNS,14,Dust2,HardCup 5,Bogatiri,2
29/12/19,Bogatiri,14,GNS,16,Mirage,HardCup 5,GNS,2
29/12/19,GNS,9,Bogatiri,16,Inferno,HardCup 5,GNS,7
29/12/19,S Nastupaushim,16,SG.pro,10,Mirage,HardCup 5,S Nastupaushim,6
29/12/19,S Nastupaushim,9,SG.pro,16,Vertigo,HardCup 5,S Nastupaushim,7
29/12/19,S Nastupaushim,19,SG.pro,17,Dust2,HardCup 5,S Nastupaushim,2
29/12/19,MiTH.Maple,13,Nemiga,16,Overpass,LBET Invitational 2,Nemiga,3
29/12/19,MiTH.Maple,6,Nemiga,16,Inferno,LBET Invitational 2,MiTH.Maple,10
29/12/19,MiTH.Maple,16,Nemiga,13,Mirage,LBET Invitational 2,MiTH.Maple,3
29/12/19,Unique,15,SKADE,19,Train,dAT Cup,SKADE,4
29/12/19,Unique,16,SKADE,19,Nuke,dAT Cup,SKADE,3
29/12/19,SKADE,5,Unique,16,Overpass,dAT Cup,SKADE,11
29/12/19,MiTH.Maple,16,Invictus,12,Mirage,LBET Invitational 2,MiTH.Maple,4
29/12/19,Invictus,12,MiTH.Maple,16,Overpass,LBET Invitational 2,MiTH.Maple,4
29/12/19,In Young Ren,11,Lynn Vision,16,Dust2,NSET 2019,Lynn Vision,5
29/12/19,Lynn Vision,9,In Young Ren,16,Overpass,NSET 2019,Lynn Vision,7
29/12/19,In Young Ren,11,Lynn Vision,16,Inferno,NSET 2019,Lynn Vision,5
29/12/19,OneThree,14,Aster,16,Train,NSET 2019,Aster,2
29/12/19,OneThree,16,Aster,7,Dust2,NSET 2019,Aster,9
29/12/19,Aster,16,OneThree,13,Overpass,NSET 2019,Aster,3
28/12/19,PACT,13,SKADE,16,Inferno,EGB Siberian Frost,SKADE,3
28/12/19,PACT,14,SKADE,16,Nuke,EGB Siberian Frost,SKADE,2
28/12/19,FATE,16,Rocketlauncher$,14,Dust2,GG.BET Winter Cup,FATE,2
28/12/19,FATE,5,Rocketlauncher$,16,Inferno,GG.BET Winter Cup,FATE,11
28/12/19,Rocketlauncher$,16,FATE,13,Overpass,GG.BET Winter Cup,Rocketlauncher$,3
28/12/19,FATE,16,Rocketlauncher$,12,Vertigo,GG.BET Winter Cup,FATE,4
28/12/19,Rocketlauncher$,16,FATE,19,Mirage,GG.BET Winter Cup,FATE,3
28/12/19,Nemiga,4,Juggernauts,16,Mirage,LBET Invitational 2,Nemiga,12
28/12/19,Juggernauts,19,Nemiga,22,Inferno,LBET Invitational 2,Nemiga,3
28/12/19,Juggernauts,16,Nemiga,14,Nuke,LBET Invitational 2,Juggernauts,2
28/12/19,PACT,22,SG.pro,19,Nuke,EGB Siberian Frost,PACT,3
28/12/19,PACT,16,SG.pro,14,Train,EGB Siberian Frost,PACT,2
28/12/19,MiTH.Maple,12,Juggernauts,16,Train,LBET Invitational 2,Juggernauts,4
28/12/19,Juggernauts,16,MiTH.Maple,5,Mirage,LBET Invitational 2,MiTH.Maple,11
28/12/19,SKADE,16,Ambush,9,Inferno,GG.BET Winter Cup,Ambush,7
28/12/19,Ambush,16,SKADE,14,Train,GG.BET Winter Cup,Ambush,2
28/12/19,Ambush,17,SKADE,19,Overpass,GG.BET Winter Cup,SKADE,2
28/12/19,PACT,16,Project X,7,Dust2,EGB Siberian Frost,Project X,9
28/12/19,Invictus,12,Nemiga,16,Nuke,LBET Invitational 2,Nemiga,4
28/12/19,Invictus,14,Nemiga,16,Mirage,LBET Invitational 2,Nemiga,2
28/12/19,Project X,9,PACT,16,Mirage,EGB Siberian Frost,Project X,7
28/12/19,Project X,16,PACT,2,Inferno,EGB Siberian Frost,PACT,14
28/12/19,SKADE,16,DreamEaters,8,Inferno,dAT Cup,DreamEaters,8
28/12/19,DreamEaters,2,SKADE,16,Nuke,dAT Cup,DreamEaters,14
28/12/19,In Young Ren,9,OneThree,16,Inferno,NSET 2019,In Young Ren,7
28/12/19,In Young Ren,17,OneThree,19,Overpass,NSET 2019,OneThree,2
28/12/19,Lynn Vision,9,Aster,16,Inferno,NSET 2019,Lynn Vision,7
28/12/19,Aster,7,Lynn Vision,16,Vertigo,NSET 2019,Aster,9
28/12/19,Aster,16,Lynn Vision,6,Dust2,NSET 2019,Lynn Vision,10
28/12/19,Aster,16,D7G,8,Dust2,NSET 2019,D7G,8
28/12/19,D7G,17,Aster,19,Mirage,NSET 2019,Aster,2
28/12/19,In Young Ren,16,Absolute,9,Inferno,NSET 2019,Absolute,7
28/12/19,In Young Ren,16,Absolute,7,Train,NSET 2019,Absolute,9
28/12/19,In Young Ren,2,Absolute,16,Vertigo,NSET 2019,In Young Ren,14
27/12/19,SJ,4,SKADE,16,Train,GG.BET Winter Cup,SJ,12
27/12/19,SJ,16,SKADE,19,Mirage,GG.BET Winter Cup,SKADE,3
27/12/19,SJ,16,SKADE,7,Inferno,GG.BET Winter Cup,SKADE,9
27/12/19,Unique,10,Akatsuki,16,Dust2,dAT Cup,Akatsuki,6
27/12/19,Akatsuki,13,Unique,16,Train,dAT Cup,Unique,3
27/12/19,Akatsuki,16,Unique,9,Overpass,dAT Cup,Unique,7
27/12/19,SKADE,16,SG.pro,9,Train,EGB Siberian Frost,SG.pro,7
27/12/19,SG.pro,16,SKADE,3,Overpass,EGB Siberian Frost,SKADE,13
27/12/19,SG.pro,6,SKADE,16,Mirage,EGB Siberian Frost,SG.pro,10
27/12/19,Phoenix,16,Ambush,6,Train,GG.BET Winter Cup,Ambush,10
27/12/19,Ambush,16,Phoenix,14,Inferno,GG.BET Winter Cup,Ambush,2
27/12/19,Phoenix,16,Ambush,8,Mirage,GG.BET Winter Cup,Ambush,8
27/12/19,PACT,10,SG.pro,16,Train,EGB Siberian Frost,SG.pro,6
27/12/19,SG.pro,16,PACT,13,Nuke,EGB Siberian Frost,SG.pro,3
27/12/19,Rocketlauncher$,16,EXTREMUM,5,Overpass,GG.BET Winter Cup,EXTREMUM,11
27/12/19,EXTREMUM,14,Rocketlauncher$,16,Mirage,GG.BET Winter Cup,Rocketlauncher$,2
27/12/19,PACT,14,MiTH.Maple,16,Inferno,LBET Invitational 2,MiTH.Maple,2
27/12/19,MiTH.Maple,13,PACT,16,Nuke,LBET Invitational 2,PACT,3
27/12/19,PACT,14,MiTH.Maple,16,Mirage,LBET Invitational 2,MiTH.Maple,2
27/12/19,Project X,13,SKADE,16,Inferno,EGB Siberian Frost,SKADE,3
27/12/19,Project X,5,SKADE,16,Nuke,EGB Siberian Frost,Project X,11
26/12/19,maslomaslo,16,Cerberus,5,Mirage,Cyber Sphere Open Cup,Cerberus,11
26/12/19,Cerberus,16,maslomaslo,9,Dust2,Cyber Sphere Open Cup,maslomaslo,7
26/12/19,maslomaslo,16,Cerberus,7,Train,Cyber Sphere Open Cup,Cerberus,9
26/12/19,PACT,22,Ambush,19,Inferno,EGB Siberian Frost,PACT,3
26/12/19,PACT,16,Ambush,4,Nuke,EGB Siberian Frost,Ambush,12
26/12/19,PACT,12,Ambush,16,Train,EGB Siberian Frost,Ambush,4
26/12/19,SKADE,5,Phoenix,16,Mirage,GG.BET Winter Cup,SKADE,11
26/12/19,Phoenix,16,SKADE,11,Train,GG.BET Winter Cup,Phoenix,5
26/12/19,Unique,12,PACT,16,Vertigo,LBET Invitational 2,PACT,4
26/12/19,PACT,16,Unique,13,Nuke,LBET Invitational 2,PACT,3
26/12/19,SJ,4,Ambush,16,Mirage,GG.BET Winter Cup,SJ,12
26/12/19,SJ,7,Ambush,16,Inferno,GG.BET Winter Cup,SJ,9
26/12/19,DreamEaters,5,PACT,16,Inferno,EGB Siberian Frost,DreamEaters,11
26/12/19,PACT,16,DreamEaters,2,Nuke,EGB Siberian Frost,DreamEaters,14
26/12/19,NAVI Junior,14,Invictus,16,Mirage,LBET Invitational 2,Invictus,2
26/12/19,Invictus,16,NAVI Junior,13,Inferno,LBET Invitational 2,Invictus,3
26/12/19,Ambush,9,SKADE,16,Overpass,EGB Siberian Frost,Ambush,7
26/12/19,Ambush,10,SKADE,16,Dust2,EGB Siberian Frost,SKADE,6
26/12/19,Ambush,16,SKADE,12,Train,EGB Siberian Frost,Ambush,4
25/12/19,Brute,8,Rocketlauncher$,16,Inferno,GG.BET Winter Cup,Brute,8
25/12/19,Brute,11,Rocketlauncher$,16,Dust2,GG.BET Winter Cup,Rocketlauncher$,5
25/12/19,Rocketlauncher$,16,Brute,19,Mirage,GG.BET Winter Cup,Brute,3
25/12/19,FATE,16,EXTREMUM,4,Overpass,GG.BET Winter Cup,EXTREMUM,12
25/12/19,EXTREMUM,7,FATE,16,Dust2,GG.BET Winter Cup,EXTREMUM,9
25/12/19,FATE,12,EXTREMUM,16,Inferno,GG.BET Winter Cup,EXTREMUM,4
25/12/19,NAVI Junior,16,DreamEaters,8,Overpass,LBET Invitational 2,DreamEaters,8
25/12/19,DreamEaters,12,NAVI Junior,16,Vertigo,LBET Invitational 2,NAVI Junior,4
25/12/19,Juggernauts,16,Invictus,11,Train,LBET Invitational 2,Juggernauts,5
25/12/19,Invictus,16,Juggernauts,12,Nuke,LBET Invitational 2,Invictus,4
25/12/19,Juggernauts,16,Invictus,8,Mirage,LBET Invitational 2,Invictus,8
24/12/19,FATE,16,Brute,12,Vertigo,GG.BET Winter Cup,FATE,4
24/12/19,Brute,11,FATE,16,Dust2,GG.BET Winter Cup,FATE,5
24/12/19,EXTREMUM,12,Project X,16,Dust2,EGB Siberian Frost,Project X,4
24/12/19,Project X,16,EXTREMUM,13,Inferno,EGB Siberian Frost,Project X,3
24/12/19,EXTREMUM,16,Rocketlauncher$,9,Dust2,GG.BET Winter Cup,Rocketlauncher$,7
24/12/19,EXTREMUM,16,Rocketlauncher$,12,Mirage,GG.BET Winter Cup,EXTREMUM,4
24/12/19,EXTREMUM,9,Rocketlauncher$,16,Overpass,GG.BET Winter Cup,EXTREMUM,7
24/12/19,EXTREMUM,16,Espada,14,Dust2,EGB Siberian Frost,EXTREMUM,2
24/12/19,Espada,9,EXTREMUM,16,Mirage,EGB Siberian Frost,Espada,7
24/12/19,DreamEaters,6,Juggernauts,16,Nuke,LBET Invitational 2,DreamEaters,10
24/12/19,Juggernauts,16,DreamEaters,11,Dust2,LBET Invitational 2,Juggernauts,5
24/12/19,Project X,8,SG.pro,16,Overpass,EGB Siberian Frost,Project X,8
24/12/19,Project X,2,SG.pro,16,Dust2,EGB Siberian Frost,Project X,14
23/12/19,SKADE,16,DreamEaters,6,Overpass,EGB Siberian Frost,DreamEaters,10
23/12/19,DreamEaters,7,SKADE,16,Inferno,EGB Siberian Frost,DreamEaters,9
23/12/19,Ambush,16,PACT,14,Mirage,EGB Siberian Frost,Ambush,2
23/12/19,Ambush,16,PACT,13,Inferno,EGB Siberian Frost,Ambush,3
23/12/19,PACT,16,Ambush,7,Vertigo,EGB Siberian Frost,Ambush,9
23/12/19,NAVI Junior,19,Invictus,22,Train,LBET Invitational 2,Invictus,3
23/12/19,NAVI Junior,16,Invictus,3,Vertigo,LBET Invitational 2,Invictus,13
23/12/19,NAVI Junior,8,Invictus,16,Mirage,LBET Invitational 2,NAVI Junior,8
23/12/19,Espada,14,Project X,16,Nuke,EGB Siberian Frost,Project X,2
23/12/19,Espada,20,Project X,22,Mirage,EGB Siberian Frost,Project X,2
23/12/19,Espada,16,Project X,8,Dust2,EGB Siberian Frost,Project X,8
23/12/19,MiTH.Maple,10,Nemiga,16,Dust2,LBET Invitational 2,Nemiga,6
23/12/19,Nemiga,14,MiTH.Maple,16,Mirage,LBET Invitational 2,MiTH.Maple,2
23/12/19,MiTH.Maple,8,Nemiga,16,Inferno,LBET Invitational 2,MiTH.Maple,8
22/12/19,Alma,16,Falkol,14,Mirage,Brasileirão Season 1 Relegation,Alma,2
22/12/19,Alma,16,Falkol,13,Dust2,Brasileirão Season 1 Relegation,Alma,3
22/12/19,EXTREMUM,8,SG.pro,16,Mirage,EGB Siberian Frost,EXTREMUM,8
22/12/19,EXTREMUM,14,SG.pro,16,Vertigo,EGB Siberian Frost,SG.pro,2
22/12/19,Alma,16,FURIA Inagame,5,Train,Brasileirão Season 1 Relegation,FURIA Inagame,11
22/12/19,FURIA Inagame,11,Alma,16,Inferno,Brasileirão Season 1 Relegation,Alma,5
22/12/19,Movistar Riders,16,BIG,14,Mirage,WESG 2019 Central Europe & Iberia Closed Qualifier,Movistar Riders,2
22/12/19,BIG,10,Movistar Riders,16,Overpass,WESG 2019 Central Europe & Iberia Closed Qualifier,Movistar Riders,6
22/12/19,Spirit,11,G2,16,Mirage,Champions Cup Finals,G2,5
22/12/19,Spirit,13,G2,16,Train,Champions Cup Finals,G2,3
22/12/19,Vitality,16,mousesports,9,Nuke,EPICENTER 2019,mousesports,7
22/12/19,Vitality,16,mousesports,12,Mirage,EPICENTER 2019,Vitality,4
22/12/19,mousesports,19,Vitality,16,Inferno,EPICENTER 2019,mousesports,3
22/12/19,Titanz,16,iSellPower,4,Cobblestone,Showmatch CS:GO,iSellPower,12
22/12/19,AGO,16,Winstrike,12,Nuke,LOOT.BET Season 5,AGO,4
22/12/19,Winstrike,8,AGO,16,Train,LOOT.BET Season 5,Winstrike,8
22/12/19,Unique,9,Nemiga,16,Mirage,LBET Invitational 2,Unique,7
22/12/19,Nemiga,17,Unique,19,Dust2,LBET Invitational 2,Unique,2
22/12/19,Unique,9,Nemiga,16,Nuke,LBET Invitational 2,Unique,7
22/12/19,Zorka,16,eNgine,9,Dust2,VOKA League 2019,eNgine,7
22/12/19,eNgine,11,Zorka,16,Nuke,VOKA League 2019,Zorka,5
22/12/19,mousesports,16,Evil Geniuses,14,Overpass,EPICENTER 2019,mousesports,2
22/12/19,mousesports,16,Evil Geniuses,12,Train,EPICENTER 2019,mousesports,4
22/12/19,AGO,16,HAVU,3,Vertigo,LOOT.BET Season 5,HAVU,13
22/12/19,HAVU,8,AGO,16,Train,LOOT.BET Season 5,HAVU,8
22/12/19,MiTH.Maple,16,PACT,3,Inferno,LBET Invitational 2,PACT,13
22/12/19,MiTH.Maple,8,PACT,16,Nuke,LBET Invitational 2,MiTH.Maple,8
22/12/19,PACT,8,MiTH.Maple,16,Mirage,LBET Invitational 2,PACT,8
22/12/19,Heroic,12,Vitality,16,Inferno,EPICENTER 2019,Vitality,4
22/12/19,Vitality,16,Heroic,12,Vertigo,EPICENTER 2019,Vitality,4
22/12/19,9z,9,Isurus,16,Mirage,WESG 2019 LATAM South,9z,7
22/12/19,Isurus,22,9z,19,Overpass,WESG 2019 LATAM South,Isurus,3
22/12/19,Rejected,16,NOORG,10,Nuke,WESG 2019 LATAM South,Rejected,6
22/12/19,NOORG,13,Rejected,16,Inferno,WESG 2019 LATAM South,Rejected,3
21/12/19,FURIA Inagame,3,Falkol,16,Overpass,Brasileirão Season 1 Relegation,FURIA Inagame,13
21/12/19,Falkol,16,FURIA Inagame,4,Train,Brasileirão Season 1 Relegation,FURIA Inagame,12
21/12/19,FURIA Inagame,16,Falkol,9,Nuke,Brasileirão Season 1 Relegation,Falkol,7
21/12/19,Alma,16,Santos,13,Mirage,Brasileirão Season 1 Relegation,Alma,3
21/12/19,Santos,9,Alma,16,Inferno,Brasileirão Season 1 Relegation,Santos,7
21/12/19,9z,16,Rejected,8,Inferno,WESG 2019 LATAM South,Rejected,8
21/12/19,9z,7,Rejected,16,Train,WESG 2019 LATAM South,9z,9
21/12/19,Rejected,13,9z,16,Vertigo,WESG 2019 LATAM South,9z,3
21/12/19,FURIA,11,Spirit,16,Nuke,Champions Cup Finals,Spirit,5
21/12/19,FURIA,4,Spirit,16,Mirage,Champions Cup Finals,FURIA,12
21/12/19,Falkol,16,Alma,9,Nuke,Brasileirão Season 1 Relegation,Alma,7
21/12/19,Isurus,16,NOORG,4,Overpass,WESG 2019 LATAM South,NOORG,12
21/12/19,Isurus,16,NOORG,13,Inferno,WESG 2019 LATAM South,Isurus,3
21/12/19,SKADE,14,FATE,16,Train,RES Season 1 Finals,FATE,2
21/12/19,SKADE,8,FATE,16,Dust2,RES Season 1 Finals,SKADE,8
21/12/19,FATE,14,SKADE,16,Inferno,RES Season 1 Finals,SKADE,2
21/12/19,FURIA Inagame,16,Santos,10,Dust2,Brasileirão Season 1 Relegation,FURIA Inagame,6
21/12/19,Rejected,16,ex-Intic,10,Inferno,WESG 2019 LATAM South,Rejected,6
21/12/19,ex-Intic,19,Rejected,15,Vertigo,WESG 2019 LATAM South,ex-Intic,4
21/12/19,Evolve,8,NOORG,16,Mirage,WESG 2019 LATAM South,Evolve,8
21/12/19,NOORG,16,Evolve,3,Overpass,WESG 2019 LATAM South,Evolve,13
21/12/19,Evolve,16,NOORG,6,Dust2,WESG 2019 LATAM South,NOORG,10
21/12/19,Rejected,16,ex-Intic,6,Train,WESG 2019 LATAM South,ex-Intic,10
21/12/19,ALTERNATE aTTaX,7,Unicorns of Love,16,Dust2,99Damage League Season 13,ALTERNATE aTTaX,9
21/12/19,Unicorns of Love,16,ALTERNATE aTTaX,9,Vertigo,99Damage League Season 13,ALTERNATE aTTaX,7
21/12/19,Movistar Riders,16,KPI,6,Nuke,WESG 2019 Central Europe & Iberia Closed Qualifier,KPI,10
21/12/19,KPI,13,Movistar Riders,16,Overpass,WESG 2019 Central Europe & Iberia Closed Qualifier,Movistar Riders,3
21/12/19,ENCE,17,G2,19,Train,Champions Cup Finals,G2,2
21/12/19,G2,14,ENCE,16,Dust2,Champions Cup Finals,ENCE,2
21/12/19,G2,16,ENCE,13,Mirage,Champions Cup Finals,G2,3
21/12/19,Nordavind,8,AGO,16,Dust2,LOOT.BET Season 5,Nordavind,8
21/12/19,Nordavind,6,AGO,16,Inferno,LOOT.BET Season 5,Nordavind,10
21/12/19,FATE,16,RADNICKI,14,Dust2,RES Season 1 Finals,FATE,2
21/12/19,FATE,16,RADNICKI,7,Overpass,RES Season 1 Finals,RADNICKI,9
21/12/19,Natus Vincere,14,Evil Geniuses,16,Dust2,EPICENTER 2019,Evil Geniuses,2
21/12/19,Natus Vincere,10,Evil Geniuses,16,Mirage,EPICENTER 2019,Evil Geniuses,6
21/12/19,Unicorns of Love,16,ad hoc,11,Vertigo,99Damage League Season 13,Unicorns of Love,5
21/12/19,ad hoc,12,Unicorns of Love,16,Nuke,99Damage League Season 13,Unicorns of Love,4
21/12/19,HAVU,11,Winstrike,16,Dust2,LOOT.BET Season 5,Winstrike,5
21/12/19,HAVU,12,Winstrike,16,Nuke,LOOT.BET Season 5,Winstrike,4
21/12/19,HAVU,16,Winstrike,10,Overpass,LOOT.BET Season 5,HAVU,6
21/12/19,forZe,12,Heroic,16,Nuke,EPICENTER 2019,Heroic,4
21/12/19,Heroic,16,forZe,6,Mirage,EPICENTER 2019,forZe,10
21/12/19,KPI,13,BIG,16,Mirage,WESG 2019 Central Europe & Iberia Closed Qualifier,BIG,3
21/12/19,BIG,16,KPI,14,Nuke,WESG 2019 Central Europe & Iberia Closed Qualifier,BIG,2
21/12/19,KPI,16,BIG,13,Inferno,WESG 2019 Central Europe & Iberia Closed Qualifier,KPI,3
21/12/19,Nexus,14,SKADE,16,Overpass,RES Season 1 Finals,SKADE,2
21/12/19,SKADE,16,Nexus,13,Inferno,RES Season 1 Finals,SKADE,3
21/12/19,BIG Academy,10,ad hoc,16,Dust2,99Damage League Season 13,ad hoc,6
21/12/19,BIG Academy,8,ad hoc,16,Nuke,99Damage League Season 13,BIG Academy,8
20/12/19,RED Canids,7,paiN,16,Overpass,Brasileirão Season 1,RED Canids,9
20/12/19,paiN,16,RED Canids,14,Dust2,Brasileirão Season 1,paiN,2
20/12/19,SKADE,15,AGO,19,Dust2,LOOT.BET Season 5,AGO,4
20/12/19,AGO,11,SKADE,16,Inferno,LOOT.BET Season 5,SKADE,5
20/12/19,AGO,16,SKADE,10,Train,LOOT.BET Season 5,AGO,6
20/12/19,Spirit,16,Hard Legion,5,Inferno,Champions Cup Finals,Hard Legion,11
20/12/19,Spirit,16,Hard Legion,7,Dust2,Champions Cup Finals,Hard Legion,9
20/12/19,ENCE,16,Movistar Riders,8,Mirage,Champions Cup Finals,Movistar Riders,8
20/12/19,Movistar Riders,13,ENCE,16,Overpass,Champions Cup Finals,ENCE,3
20/12/19,Phoenix,16,LDLC,7,Dust2,WESG 2019 West Europe Closed Qualifier,LDLC,9
20/12/19,Phoenix,16,LDLC,9,Inferno,WESG 2019 West Europe Closed Qualifier,LDLC,7
20/12/19,BIG,15,Spirit,19,Mirage,Champions Cup Finals,Spirit,4
20/12/19,Spirit,10,BIG,16,Nuke,Champions Cup Finals,BIG,6
20/12/19,BIG,11,Spirit,16,Dust2,Champions Cup Finals,Spirit,5
20/12/19,Phoenix,16,Heretics,9,Mirage,WESG 2019 West Europe Closed Qualifier,Heretics,7
20/12/19,Phoenix,16,Heretics,6,Inferno,WESG 2019 West Europe Closed Qualifier,Heretics,10
20/12/19,ENCE,16,TYLOO,10,Mirage,Champions Cup Finals,ENCE,6
20/12/19,TYLOO,13,ENCE,16,Inferno,Champions Cup Finals,ENCE,3
19/12/19,Owned,12,Movistar Riders,16,Nuke,WESG 2019 Central Europe & Iberia Closed Qualifier,Movistar Riders,4
19/12/19,Movistar Riders,13,Owned,16,Mirage,WESG 2019 Central Europe & Iberia Closed Qualifier,Owned,3
19/12/19,Movistar Riders,16,Owned,14,Overpass,WESG 2019 Central Europe & Iberia Closed Qualifier,Movistar Riders,2
19/12/19,ARCY,16,Nemiga,12,Mirage,SECTOR: MOSTBET,ARCY,4
19/12/19,Nemiga,6,ARCY,16,Vertigo,SECTOR: MOSTBET,Nemiga,10
19/12/19,Phoenix,16,Fierce,9,Inferno,WESG 2019 West Europe Closed Qualifier,Fierce,7
19/12/19,Phoenix,13,Fierce,16,Overpass,WESG 2019 West Europe Closed Qualifier,Fierce,3
19/12/19,Phoenix,16,Fierce,12,Mirage,WESG 2019 West Europe Closed Qualifier,Phoenix,4
19/12/19,Evil Geniuses,10,forZe,16,Inferno,EPICENTER 2019,forZe,6
19/12/19,forZe,16,Evil Geniuses,1,Mirage,EPICENTER 2019,forZe,15
19/12/19,Evil Geniuses,16,forZe,6,Nuke,EPICENTER 2019,forZe,10
19/12/19,G2,16,Hard Legion,7,Mirage,Champions Cup Finals,Hard Legion,9
19/12/19,Hard Legion,9,G2,16,Vertigo,Champions Cup Finals,Hard Legion,7
19/12/19,Wisla Krakow,9,Nordavind,16,Inferno,LOOT.BET Season 5,Wisla Krakow,7
19/12/19,Wisla Krakow,13,Nordavind,16,Overpass,LOOT.BET Season 5,Nordavind,3
19/12/19,Espada,16,HAVU,19,Nuke,SECTOR: MOSTBET,HAVU,3
19/12/19,HAVU,16,Espada,4,Dust2,SECTOR: MOSTBET,Espada,12
19/12/19,FURIA,16,Movistar Riders,13,Nuke,Champions Cup Finals,FURIA,3
19/12/19,Movistar Riders,10,FURIA,16,Inferno,Champions Cup Finals,FURIA,6
19/12/19,Heroic,9,Natus Vincere,16,Inferno,EPICENTER 2019,Heroic,7
19/12/19,Heroic,6,Natus Vincere,16,Train,EPICENTER 2019,Heroic,10
19/12/19,Natus Vincere,9,Heroic,16,Nuke,EPICENTER 2019,Natus Vincere,7
19/12/19,G2,16,BIG,12,Inferno,Champions Cup Finals,G2,4
19/12/19,ex-Virtus.pro,10,Hard Legion,16,Mirage,United Masters League Season 2,Hard Legion,6
19/12/19,ex-Virtus.pro,6,Hard Legion,16,Overpass,United Masters League Season 2,ex-Virtus.pro,10
19/12/19,Movistar Riders,16,ENCE,7,Overpass,Champions Cup Finals,ENCE,9
19/12/19,forZe,16,Virtus.pro,10,Vertigo,EPICENTER 2019,forZe,6
19/12/19,Virtus.pro,16,forZe,13,Inferno,EPICENTER 2019,Virtus.pro,3
19/12/19,forZe,16,Virtus.pro,3,Train,EPICENTER 2019,Virtus.pro,13
19/12/19,Hard Legion,16,Spirit,14,Train,Champions Cup Finals,Hard Legion,2
19/12/19,EHOME,1,Heroic,16,Nuke,EPICENTER 2019,Heroic,15
19/12/19,Heroic,16,EHOME,5,Inferno,EPICENTER 2019,EHOME,11
19/12/19,TYLOO,14,FURIA,16,Mirage,Champions Cup Finals,FURIA,2
19/12/19,DELIRAWOWZIK,16,Agressive,14,Nuke,Aorus League 2019 #4 Finals,DELIRAWOWZIK,2
19/12/19,Agressive,8,DELIRAWOWZIK,16,Mirage,Aorus League 2019 #4 Finals,Agressive,8
19/12/19,Imperial,15,Redemption POA,19,Inferno,CBCS Season 2,Redemption POA,4
19/12/19,Redemption POA,16,Imperial,7,Nuke,CBCS Season 2,Imperial,9
19/12/19,Imperial,16,Redemption POA,4,Train,CBCS Season 2,Redemption POA,12
18/12/19,SKADE,7,HAVU,16,Overpass,LOOT.BET Season 5,SKADE,9
18/12/19,HAVU,16,SKADE,5,Nuke,LOOT.BET Season 5,SKADE,11
18/12/19,Nexus,16,Budapest Five,14,Train,RES Season 1,Nexus,2
18/12/19,Budapest Five,16,Nexus,13,Mirage,RES Season 1,Budapest Five,3
18/12/19,Budapest Five,14,Nexus,16,Inferno,RES Season 1,Nexus,2
18/12/19,mousesports,16,Evil Geniuses,4,Inferno,EPICENTER 2019,Evil Geniuses,12
18/12/19,Evil Geniuses,11,mousesports,16,Train,EPICENTER 2019,mousesports,5
18/12/19,FATE,16,Juggernauts,12,Train,RES Season 1,FATE,4
18/12/19,Juggernauts,3,FATE,16,Vertigo,RES Season 1,Juggernauts,13
18/12/19,mousesports,22,Virtus.pro,19,Dust2,EPICENTER 2019,mousesports,3
18/12/19,mousesports,16,Virtus.pro,11,Mirage,EPICENTER 2019,mousesports,5
18/12/19,Virtus.pro,16,mousesports,11,Inferno,EPICENTER 2019,Virtus.pro,5
18/12/19,Evil Geniuses,16,forZe,4,Nuke,EPICENTER 2019,forZe,12
18/12/19,forZe,14,Evil Geniuses,16,Mirage,EPICENTER 2019,Evil Geniuses,2
17/12/19,Owned,16,Cream,14,Overpass,WESG 2019 Central Europe & Iberia Closed Qualifier,Owned,2
17/12/19,Owned,14,Cream,16,Dust2,WESG 2019 Central Europe & Iberia Closed Qualifier,Cream,2
17/12/19,Owned,16,Cream,10,Mirage,WESG 2019 Central Europe & Iberia Closed Qualifier,Owned,6
17/12/19,Heretics,14,LDLC,16,Nuke,WESG 2019 West Europe Closed Qualifier,LDLC,2
17/12/19,LDLC,16,Heretics,14,Dust2,WESG 2019 West Europe Closed Qualifier,LDLC,2
17/12/19,Vitality,16,Natus Vincere,3,Nuke,EPICENTER 2019,Natus Vincere,13
17/12/19,Vitality,16,Natus Vincere,3,Inferno,EPICENTER 2019,Natus Vincere,13
